statefips,year,month,day_endofweek,bg_posts,bg_posts_ss30,bg_posts_ss55,bg_posts_ss60,bg_posts_ss65,bg_posts_ss70,bg_posts_jz1,bg_posts_jzgrp12,bg_posts_jz2,bg_posts_jz3,bg_posts_jzgrp345,bg_posts_jz4,bg_posts_jz5
29,2022,3,4,.45,.914,.388,.455,.177,.571,.924,.67,.646,.352,.323,.345,.173
29,2022,3,11,.884,1.33,.825,.764,.662,.694,1.13,1.05,1.04,.772,.785,.839,.649
29,2022,3,18,.519,.901,.524,.579,.231,.502,.685,.619,.613,.407,.446,.522,.309
30,2021,3,26,.697,.,.,.,.,.,1.93,1.31,1.24,.333,.391,.83,-.0979
30,2021,4,2,.476,.,.,.,.,.,1.36,.865,.818,.155,.254,.736,-.203
30,2021,4,9,.387,.,.,.,.,.,1.74,1.1,1.04,.0221,.0454,.315,-.28
30,2021,4,16,.377,.,.,.,.,.,1.58,1.25,1.22,-.0599,-.0734,.171,-.444
30,2021,4,23,.593,.,.,.,.,.,1.93,1.41,1.31,.062,.188,.635,-.162
30,2021,4,30,.722,.,.,.,.,.,1.76,1.27,1.22,.279,.431,.876,.139
30,2021,5,7,.476,.,.,.,.,.,.528,.674,.688,.317,.363,.697,-.00228
30,2021,5,14,.588,.,.,.,.,.,1.93,1.25,1.14,.186,.239,.615,-.171
30,2021,5,21,.712,.,.,.,.,.,1.54,1.12,1.08,.693,.518,.569,.0661
30,2021,5,28,.731,.,.,.,.,.,1.2,1.33,1.34,.35,.46,1.15,-.262
30,2021,6,4,.537,.,.,.,.,.,1.2,1.08,1.07,.169,.278,.732,-.121
30,2021,6,11,.632,.,.,.,.,.,.865,1.32,1.36,.23,.302,.638,-.0114
30,2021,6,18,.909,.,.,.,.,.,1.93,1.43,1.45,.455,.493,.896,.0114
30,2021,6,25,.699,.,.,.,.,.,1.43,1.16,1.14,.449,.476,.918,-.0843
30,2021,7,2,.694,.,.,.,.,.,1.29,1.28,1.28,.335,.416,.765,.103
30,2021,7,9,.263,.,.,.,.,.,.798,.752,.748,.0158,.0215,.259,-.298
30,2021,7,16,.688,.,.,.,.,.,1.54,1.3,1.28,.293,.374,.703,.0888
30,2021,7,23,.275,.,.,.,.,.,1,.768,.746,-.0641,.0374,.416,-.271
30,2021,7,30,.205,.,.,.,.,.,.169,.476,.505,.0452,.0844,.475,-.376
30,2021,8,6,.314,.,.,.,.,.,1.02,.807,.786,-.00526,.103,.53,-.257
30,2021,8,13,.417,.,.,.,.,.,.73,.805,.812,.0557,.204,.736,-.216
30,2021,8,20,.0188,.,.,.,.,.,.393,.262,.25,-.159,-.0984,.214,-.403
30,2021,8,27,.602,.,.,.,.,.,1.16,1.13,1.12,.234,.325,.602,.134
30,2021,9,3,.188,.,.,.,.,.,1.13,.583,.531,-.0705,-.000499,.285,-.248
30,2021,9,10,.792,.,.,.,.,.,.978,1.31,1.35,.399,.544,.912,.344
30,2021,9,17,.385,.,.,.,.,.,.865,.727,.714,.0936,.152,.517,-.23
30,2021,9,24,.185,.612,.467,.0909,-.263,.142,.124,.468,.501,-.0599,.0185,.374,-.308
30,2021,10,1,.454,.338,.499,.317,.223,.446,.348,.737,.773,.241,.305,.635,-.0159
30,2021,10,8,.571,.734,.775,.553,.227,.835,.775,1.01,1.04,.346,.308,.52,-.0706
30,2021,10,15,.701,.825,.57,1.04,-.133,.903,1.09,1.36,1.39,.302,.35,.798,-.171
30,2021,10,22,.319,.384,.657,.376,-.0882,.252,.528,.738,.758,.0452,.116,.393,-.116
30,2021,10,29,-.0901,.125,-.156,.0811,-.403,-.154,.101,.219,.23,-.245,-.236,-.0897,-.421
30,2021,11,5,.703,.703,.886,.681,-.272,.387,.843,1.04,1.06,.178,.608,1.38,-.276
30,2021,11,12,-.0395,-.148,-.0375,.749,-.191,-.247,-.124,.134,.158,-.174,-.146,.0408,-.349
30,2021,11,19,.558,.323,.294,.553,.0938,1.41,.91,.97,.976,.27,.353,.612,.171
30,2021,11,26,.0729,.0342,.239,.405,-.113,.573,.213,.272,.277,-.00315,-.0275,.24,-.453
30,2021,12,3,.206,.217,-.101,.0811,.218,.252,.551,.332,.311,.136,.0844,.044,.0296
30,2021,12,10,-.0895,-.285,.152,-.0663,-.24,-.4,-.191,.0034,.0218,-.0852,-.13,.0343,-.458
30,2021,12,17,.602,-.0722,.152,.592,.625,.548,.551,.756,.775,.971,.56,.39,-.0934
30,2021,12,24,.656,.658,.278,.7,.486,.353,.393,1.09,1.15,.481,.435,.478,.276
30,2021,12,31,-.374,-.346,-.266,-.469,-.557,.0655,-.371,-.222,-.208,-.455,-.446,-.315,-.608
30,2022,1,7,-.0498,.688,-.156,-.322,-.287,.0655,.191,.278,.286,-.0957,-.194,-.201,-.399
30,2022,1,14,.354,1.02,.0651,.769,0,.184,.843,.676,.66,.167,.193,.429,-.0797
30,2022,1,21,-.00647,.779,.286,.111,-.351,.167,.281,.258,.256,-.26,-.157,.178,-.403
30,2022,1,28,.192,.84,.247,.975,-.248,.362,.146,.449,.477,-.0452,.0315,.367,-.271
30,2022,2,4,.357,.43,1.67,.238,.191,.395,.348,.381,.384,.226,.317,.638,.0661
30,2022,2,11,.208,.886,.767,.15,-.176,.835,.708,.476,.454,.0347,.0604,.321,-.248
30,2022,2,18,.179,.475,.191,.0614,-.0807,.0571,.101,.336,.358,.0641,.0674,.312,-.267
30,2022,2,25,.171,.992,.278,.17,-.218,.48,.348,.377,.379,.0473,.0604,.302,-.248
30,2022,3,4,.129,.779,.333,.00246,-.101,.0994,.685,.367,.337,-.00315,.0155,.308,-.353
30,2022,3,11,.736,.856,.712,1.38,-.0432,1.59,1.79,1.4,1.36,.356,.421,.83,-.0114
30,2022,3,18,.454,.749,.436,.867,.456,.59,.775,.595,.577,.361,.354,.511,.121
31,2021,3,26,.416,.,.,.,.,.,1.31,.608,.552,.267,.312,.39,.203
31,2021,4,2,.256,.,.,.,.,.,.838,.405,.371,.227,.175,.179,-.02
31,2021,4,9,.321,.,.,.,.,.,1.39,.519,.45,.233,.187,.159,.122
31,2021,4,16,.252,.,.,.,.,.,.996,.473,.432,.145,.118,.148,-.0794
31,2021,4,23,.304,.,.,.,.,.,.798,.418,.387,.284,.241,.18,.298
31,2021,4,30,.269,.,.,.,.,.,.719,.352,.323,.15,.214,.26,.283
31,2021,5,7,.266,.,.,.,.,.,.505,.308,.292,.275,.246,.193,.324
31,2021,5,14,.601,.,.,.,.,.,1.15,.794,.765,.469,.485,.398,.838
31,2021,5,21,.293,.,.,.,.,.,.632,.394,.376,.193,.24,.223,.461
31,2021,5,28,.255,.,.,.,.,.,.648,.328,.302,.168,.219,.211,.419
31,2021,6,4,.278,.,.,.,.,.,.481,.429,.424,.252,.226,.191,.253
31,2021,6,11,.445,.,.,.,.,.,.964,.522,.487,.351,.396,.449,.372
31,2021,6,18,.179,.,.,.,.,.,.6,.275,.249,.217,.137,.056,.131
31,2021,6,25,.101,.,.,.,.,.,.442,.173,.152,-.00625,.0697,.106,.209
31,2021,7,2,.113,.,.,.,.,.,.655,.164,.125,.0817,.0705,.0692,.0364
31,2021,7,9,-.105,.,.,.,.,.,.259,-.0921,-.12,-.145,-.117,-.0983,-.0824
31,2021,7,16,.185,.,.,.,.,.,.6,.241,.212,.0963,.169,.19,.348
31,2021,7,23,.276,.,.,.,.,.,.838,.325,.284,.207,.242,.287,.212
31,2021,7,30,.0869,.,.,.,.,.,.394,.0712,.0456,.129,.105,.0895,.075
31,2021,8,6,.103,.,.,.,.,.,.687,.16,.118,.0317,.0739,.126,.0453
31,2021,8,13,.142,.,.,.,.,.,.442,.164,.142,.128,.137,.163,.0809
31,2021,8,20,.0427,.,.,.,.,.,.481,.104,.0745,.073,.00893,-.0304,-.0794
31,2021,8,27,.0666,.,.,.,.,.,.6,.146,.11,-.00625,.0196,.0251,.0898
31,2021,9,3,.113,.,.,.,.,.,.679,.169,.128,.017,.0815,.121,.17
31,2021,9,10,-.145,.,.,.,.,.,.101,-.0788,-.093,-.254,-.204,-.189,-.0824
31,2021,9,17,.0388,.,.,.,.,.,.323,.00668,-.0183,-.0097,.0196,.104,-.163
31,2021,9,24,-.0147,-.0492,.206,-.113,-.13,-.211,.259,-.016,-.0378,-.117,-.0496,.00309,.00371
31,2021,10,1,-.112,-.103,.631,-.256,-.29,-.118,-.0891,-.158,-.163,-.148,-.102,-.026,-.204
31,2021,10,8,.163,.127,.896,.162,.0607,-.0751,.228,.07,.0576,.0825,.203,.268,.402
31,2021,10,15,.171,.168,.494,.0353,.0297,.254,.45,.17,.148,.0472,.152,.27,.117
31,2021,10,22,.134,.156,.535,.102,-.00502,.244,.354,.176,.162,-.00452,.106,.196,.182
31,2021,10,29,-.0315,-.168,.166,-.0365,-.201,-.0937,.331,.0119,-.0133,-.156,-.0659,.0322,-.0854
31,2021,11,5,-.0743,-.18,.272,-.0652,-.354,.14,.307,-.0445,-.0723,-.186,-.109,-.0216,-.139
31,2021,11,12,.359,.174,.686,.671,.115,.345,.632,.343,.32,.139,.341,.544,.348
31,2021,11,19,.265,.27,.684,.49,.00593,.244,.552,.182,.152,.12,.262,.407,.262
31,2021,11,26,.378,.723,.545,.733,.226,.207,.457,.219,.2,.272,.414,.568,.387
31,2021,12,3,.214,.216,.307,.325,-.0388,.294,.505,.232,.211,.0343,.156,.257,.238
31,2021,12,10,.128,-.0999,.201,.334,.0361,-.0565,.228,.0427,.0281,.0679,.14,.177,.268
31,2021,12,17,.231,.0879,.201,.473,.0634,.00199,.442,.153,.13,.159,.268,.392,.223
31,2021,12,24,.0575,.0134,.297,.126,-.174,-.107,.529,-.00668,-.0491,-.0407,.083,.201,.114
31,2021,12,31,-.355,-.568,-.358,-.29,-.402,-.328,-.121,-.351,-.37,-.365,-.352,-.346,-.326
31,2022,1,7,-.0131,.0104,-.0291,.0257,-.185,.0286,.331,.0189,-.0058,-.00539,-.0321,-.0657,-.0111
31,2022,1,14,.407,.544,.656,.913,.0863,.0179,.291,.203,.196,.207,.519,.824,.562
31,2022,1,21,.143,.416,.173,.432,-.137,.0525,.378,.0392,.0124,.0334,.159,.306,.0928
31,2022,1,28,.44,.27,.861,1.28,.188,.0365,.473,.161,.136,.382,.566,.743,.601
31,2022,2,4,.446,.249,.909,.822,.0735,.876,1.16,.4,.339,.236,.463,.662,.58
31,2022,2,11,.47,.732,1.5,.461,.154,.422,.877,.351,.309,.267,.499,.739,.491
31,2022,2,18,.294,.458,.527,.286,.105,.377,.917,.165,.106,.216,.353,.514,.283
31,2022,2,25,.496,.401,.74,.7,.11,.563,.719,.412,.388,.279,.529,.792,.503
31,2022,3,4,.4,.151,.461,1.14,-.0571,.409,1.45,.475,.398,.134,.356,.547,.473
31,2022,3,11,.603,.836,.777,1.03,.274,.265,1.01,.492,.451,.408,.622,.876,.506
31,2022,3,18,.371,.374,.454,.913,.1,.26,.988,.326,.274,.226,.406,.575,.458
32,2021,3,26,.192,.,.,.,.,.,.509,.422,.413,.0739,.0593,.111,-.131
32,2021,4,2,.031,.,.,.,.,.,.401,.262,.248,-.0369,-.105,-.114,-.279
32,2021,4,9,.017,.,.,.,.,.,.149,.169,.171,-.016,-.0692,-.074,-.21
32,2021,4,16,.176,.,.,.,.,.,.605,.405,.386,.1,.0375,.0466,-.171
32,2021,4,23,.266,.,.,.,.,.,.846,.498,.464,.138,.127,.166,-.0138
32,2021,4,30,.0709,.,.,.,.,.,.331,.202,.19,.0156,-.0147,-.00873,-.12
32,2021,5,7,.179,.,.,.,.,.,.375,.278,.269,.141,.126,.17,-.042
32,2021,5,14,.355,.,.,.,.,.,.902,.642,.617,.261,.165,.148,-.0618
32,2021,5,21,.213,.,.,.,.,.,.461,.382,.374,.231,.119,.0252,.0597
32,2021,5,28,.167,.,.,.,.,.,.461,.319,.305,.145,.0756,.0222,.0244
32,2021,6,4,.00472,.,.,.,.,.,.22,.178,.174,-.087,-.0973,-.0466,-.271
32,2021,6,11,.372,.,.,.,.,.,.438,.564,.576,.281,.255,.316,.0102
32,2021,6,18,-.00548,.,.,.,.,.,.0528,.113,.118,-.0627,-.0793,-.0317,-.262
32,2021,6,25,.112,.,.,.,.,.,.305,.271,.268,.052,.0163,.0556,-.199
32,2021,7,2,-.0404,.,.,.,.,.,.246,.0998,.0859,-.125,-.126,-.0676,-.292
32,2021,7,9,-.205,.,.,.,.,.,.22,-.0746,-.103,-.258,-.287,-.294,-.351
32,2021,7,16,.158,.,.,.,.,.,.605,.331,.304,.0831,.0446,.0601,-.111
32,2021,7,23,.11,.,.,.,.,.,.416,.273,.259,.0486,.00309,.0172,-.169
32,2021,7,30,.0709,.,.,.,.,.,.264,.164,.155,.133,.0249,-.0282,-.138
32,2021,8,6,.029,.,.,.,.,.,.272,.189,.181,-.0457,-.0636,-.0267,-.22
32,2021,8,13,.0432,.,.,.,.,.,.275,.165,.155,.00924,-.0281,.00175,-.221
32,2021,8,20,.0357,.,.,.,.,.,.538,.184,.15,.0399,-.0499,-.0805,-.224
32,2021,8,27,.0294,.,.,.,.,.,.149,.102,.0972,.00778,-.0122,.000748,-.107
32,2021,9,3,-.068,.,.,.,.,.,.168,.0911,.0838,-.117,-.162,-.165,-.282
32,2021,9,10,-.098,.,.,.,.,.,.301,.0989,.0796,-.19,-.223,-.203,-.378
32,2021,9,17,-.105,.,.,.,.,.,-.00278,-.00485,-.00504,-.142,-.188,-.163,-.39
32,2021,9,24,-.0961,-.0221,-.0382,-.188,-.314,-.197,.22,.0207,.00168,-.155,-.169,-.125,-.332
32,2021,10,1,-.178,-.0486,-.0802,-.193,-.336,-.295,-.0547,-.102,-.107,-.239,-.237,-.179,-.397
32,2021,10,8,.00217,.0781,.196,-.0442,-.141,-.17,.0899,.0914,.0916,-.0856,-.0682,-.00623,-.193
32,2021,10,15,.0615,.234,.194,.0914,-.2,-.0649,.108,.142,.146,.0666,-.0147,.00524,-.308
32,2021,10,22,.019,.102,.123,.111,-.239,-.0949,.205,.131,.123,-.0457,-.0604,-.00823,-.251
32,2021,10,29,-.109,.402,-.0494,-.0843,-.278,-.233,.038,-.0772,-.0882,-.175,-.139,-.0371,-.323
32,2021,11,5,-.00559,.0162,.0949,.0126,-.254,.0154,.253,.106,.0919,-.0914,-.0738,.0277,-.31
32,2021,11,12,.144,.299,.261,.379,-.0902,-.023,.331,.25,.242,.0773,.0712,.131,-.117
32,2021,11,19,.0948,.408,.239,.248,-.154,-.0761,.257,.169,.16,-.018,.0234,.0985,-.0689
32,2021,11,26,.0542,.252,.198,.0733,-.087,-.112,.134,.0252,.0148,.00146,.0645,.178,-.0731
32,2021,12,3,.177,.352,.159,.215,.0127,.124,.472,.203,.177,.137,.15,.18,.105
32,2021,12,10,.154,.317,.212,.334,-.02,-.135,.183,.151,.148,.128,.143,.195,.0413
32,2021,12,17,.236,.237,.158,.276,.0958,.105,.297,.228,.221,.249,.24,.322,-.0166
32,2021,12,24,.0278,.0839,.1,.0578,-.0414,-.139,.12,.0375,.0296,.00681,.00519,.0252,-.0562
32,2021,12,31,-.301,-.281,-.272,-.25,-.387,-.301,-.125,-.241,-.252,-.283,-.338,-.354,-.45
32,2022,1,7,.00565,.196,-.0984,-.0559,-.161,.00698,.312,.168,.155,-.0413,-.0933,-.0865,-.264
32,2022,1,14,.254,.856,.457,.458,-.0452,-.0391,.316,.219,.209,.166,.26,.423,.071
32,2022,1,21,.107,.323,.173,.191,-.102,-.0865,.0825,.0982,.0997,.0311,.11,.227,.006
32,2022,1,28,.229,.458,.424,.423,-.104,.00419,.201,.212,.213,.165,.24,.38,.0583
32,2022,2,4,.301,.552,.621,.472,-.0055,.0886,.372,.215,.2,.136,.342,.573,.286
32,2022,2,11,.575,.82,.806,.661,.552,.209,.42,.436,.438,.452,.663,.981,.378
32,2022,2,18,.158,.281,.264,.289,-.0291,.0747,.309,.142,.127,.0583,.159,.305,.0399
32,2022,2,25,.409,.894,.527,.718,.141,.154,.49,.317,.301,.304,.458,.702,.214
32,2022,3,4,.266,.293,.27,.543,.0948,.155,.364,.253,.242,.196,.258,.416,-.00812
32,2022,3,11,.542,.844,.502,.738,.289,.36,.653,.536,.524,.468,.53,.677,.293
32,2022,3,18,.368,.876,.247,.537,.122,.32,.75,.467,.44,.292,.309,.39,.13
33,2021,3,26,.22,.,.,.,.,.,.846,.448,.423,-.065,.0435,.26,-.198
33,2021,4,2,.058,.,.,.,.,.,1.02,.246,.197,-.107,-.0768,.00821,-.201
33,2021,4,9,.0192,.,.,.,.,.,.436,.239,.226,-.101,-.137,-.0918,-.329
33,2021,4,16,.0648,.,.,.,.,.,.932,.265,.223,-.11,-.0799,.027,-.256
33,2021,4,23,.12,.,.,.,.,.,1.26,.307,.248,-.0199,-.0223,-.0106,-.0556
33,2021,4,30,.412,.,.,.,.,.,.402,.476,.48,.408,.362,.377,.214
33,2021,5,7,.32,.,.,.,.,.,.573,.297,.28,.142,.32,.432,.488
33,2021,5,14,.539,.,.,.,.,.,1.05,.869,.858,.339,.279,.127,.488
33,2021,5,21,.68,.,.,.,.,.,1.63,1.04,1,.669,.466,.238,.506
33,2021,5,28,.307,.,.,.,.,.,.453,.454,.454,.153,.211,.336,.0574
33,2021,6,4,.219,.,.,.,.,.,1.31,.278,.213,.172,.179,.227,.083
33,2021,6,11,.207,.,.,.,.,.,.573,.486,.48,-.0921,.0112,.216,-.216
33,2021,6,18,.425,.,.,.,.,.,1.17,.62,.586,.2,.265,.376,.167
33,2021,6,25,.388,.,.,.,.,.,.744,.57,.559,.123,.246,.343,.316
33,2021,7,2,.478,.,.,.,.,.,1.6,.493,.424,.318,.448,.579,.459
33,2021,7,9,-.024,.,.,.,.,.,.368,.118,.102,-.0605,-.112,-.123,-.209
33,2021,7,16,.423,.,.,.,.,.,1.07,.487,.45,.266,.373,.538,.251
33,2021,7,23,.267,.,.,.,.,.,1.21,.445,.397,.0658,.108,.246,-.11
33,2021,7,30,.2,.,.,.,.,.,.35,.146,.133,.381,.235,.235,-.118
33,2021,8,6,.116,.,.,.,.,.,.846,.185,.144,.00413,.0442,.171,-.154
33,2021,8,13,.206,.,.,.,.,.,.846,.295,.26,.0598,.125,.293,-.107
33,2021,8,20,.244,.,.,.,.,.,1.03,.356,.314,.0342,.127,.261,.0392
33,2021,8,27,.249,.,.,.,.,.,.607,.388,.375,.0192,.124,.244,.0975
33,2021,9,3,.0591,.,.,.,.,.,1.36,.255,.186,-.137,-.0787,-.0465,-.0119
33,2021,9,10,.595,.,.,.,.,.,1.89,.973,.916,.509,.371,.211,.407
33,2021,9,17,.194,.,.,.,.,.,1.12,.423,.38,-.0891,.0125,.182,-.136
33,2021,9,24,.192,-.0543,.222,-.0749,-.111,.245,.385,.476,.481,-.103,.00617,.179,-.132
33,2021,10,1,.191,.00532,.411,-.143,.0652,.627,1,.297,.253,-.0109,.0885,.193,.0866
33,2021,10,8,.427,.542,.649,.198,.265,.582,.949,.593,.571,.172,.29,.427,.254
33,2021,10,15,.669,.619,.919,.251,.439,.848,.59,1.03,1.05,.5,.438,.541,.0465
33,2021,10,22,.606,.525,.654,.0199,.638,1.17,.863,.778,.773,.533,.477,.504,.276
33,2021,10,29,.235,.376,.142,-.0863,-.011,.368,.231,.415,.427,.138,.0936,.141,-.125
33,2021,11,5,.238,.0607,1.25,.145,-.0632,-.0081,.265,.251,.25,.356,.247,.28,-.0921
33,2021,11,12,.309,.529,.569,.0578,.119,.348,.795,.196,.159,.139,.333,.648,.0684
33,2021,11,19,.524,.559,.573,.282,.393,.536,.573,.476,.47,.439,.513,.683,.294
33,2021,11,26,.22,.171,.16,.206,.34,.407,.385,.181,.169,.183,.209,.283,.101
33,2021,12,3,.178,.171,.299,-.0787,.12,.284,.35,.2,.191,.0733,.136,.165,.222
33,2021,12,10,.0412,-.0714,.438,.00853,-.0284,-.131,.128,.0387,.0331,-.00188,.0176,.116,-.165
33,2021,12,17,.419,.15,.416,.149,.291,.511,.675,.456,.442,.485,.39,.36,.229
33,2021,12,24,.223,.18,.0382,-.0635,.348,.478,.744,.251,.22,.234,.178,.1,.225
33,2021,12,31,-.082,-.267,-.0697,-.264,-.0592,.135,-.0256,-.141,-.148,.0282,-.0641,-.0871,-.234
33,2022,1,7,.0263,.244,-.187,-.189,.0304,.569,.538,.104,.0768,.172,-.00332,-.0996,-.205
33,2022,1,14,.421,1.1,.501,.596,.133,.193,.197,.295,.301,.338,.472,.723,.214
33,2022,1,21,.47,.572,.825,.115,.352,.465,.573,.435,.427,.433,.442,.566,.174
33,2022,1,28,.411,.431,1,.407,.116,.465,.128,.241,.248,.419,.48,.687,.145
33,2022,2,4,.802,1.1,1.3,.38,1.05,.874,.795,.716,.711,.936,.852,.854,.641
33,2022,2,11,.689,.768,1.76,.763,.516,.29,.607,.561,.558,.711,.736,.835,.568
33,2022,2,18,.151,.934,.276,.054,.0197,.00486,.658,.0286,-.0107,.0793,.161,.282,.0757
33,2022,2,25,.574,.87,1.15,.592,.406,.277,.692,.39,.371,.571,.648,.801,.48
33,2022,3,4,.586,.674,1.11,.338,.536,1.18,1.6,.595,.533,.574,.55,.68,.189
33,2022,3,11,.976,1.56,.964,1.12,.803,1.43,1.41,.755,.714,.899,1.05,1.27,.918
33,2022,3,18,.473,.87,.411,.456,.673,.575,.863,.343,.311,.526,.544,.662,.316
34,2021,3,26,.157,.,.,.,.,.,.831,.503,.478,.0664,-.0144,-.0682,-.021
34,2021,4,2,-.0251,.,.,.,.,.,.53,.23,.207,-.0188,-.154,-.254,-.13
34,2021,4,9,-.0641,.,.,.,.,.,.373,.231,.22,-.0454,-.201,-.311,-.193
34,2021,4,16,.0882,.,.,.,.,.,.577,.361,.345,.0272,-.0566,-.11,-.0718
34,2021,4,23,.0675,.,.,.,.,.,.906,.394,.355,.0162,-.0984,-.202,-.00166
34,2021,4,30,.108,.,.,.,.,.,.367,.272,.265,.129,.0287,-.0602,.105
34,2021,5,7,.0842,.,.,.,.,.,.499,.144,.117,.123,.0538,-.00961,.116
34,2021,5,14,.178,.,.,.,.,.,.526,.428,.42,.224,.0494,-.0817,.0915
34,2021,5,21,-.0787,.,.,.,.,.,.444,.159,.137,-.123,-.194,-.263,-.114
34,2021,5,28,.0244,.,.,.,.,.,.336,.208,.198,.00332,-.0623,-.121,-.0101
34,2021,6,4,.0305,.,.,.,.,.,.678,.212,.177,.0342,-.063,-.152,.0237
34,2021,6,11,.155,.,.,.,.,.,.51,.332,.318,.193,.0631,-.0544,.174
34,2021,6,18,.0462,.,.,.,.,.,.395,.231,.218,.12,-.0481,-.202,.0994
34,2021,6,25,.00757,.,.,.,.,.,.132,.157,.159,-.028,-.0647,-.116,.0358
34,2021,7,2,.0298,.,.,.,.,.,.232,.152,.146,.0162,-.0351,-.0808,.0056
34,2021,7,9,-.11,.,.,.,.,.,.123,.0468,.0409,-.168,-.176,-.196,-.121
34,2021,7,16,.112,.,.,.,.,.,1.09,.321,.263,.0975,.0211,-.0403,.0558
34,2021,7,23,.0671,.,.,.,.,.,.672,.201,.165,.0651,.00917,-.0167,-.0398
34,2021,7,30,.045,.,.,.,.,.,.141,.0795,.0748,.217,.0416,-.0898,.0843
34,2021,8,6,.0779,.,.,.,.,.,.616,.226,.196,.148,.00869,-.0977,.0486
34,2021,8,13,.00384,.,.,.,.,.,1.39,.208,.117,-.037,-.09,-.14,-.0374
34,2021,8,20,.00877,.,.,.,.,.,1.48,.208,.111,.0164,-.093,-.193,.00257
34,2021,8,27,.0654,.,.,.,.,.,.351,.283,.278,.0261,-.0502,-.127,.0437
34,2021,9,3,-.0743,.,.,.,.,.,.446,.112,.0867,-.0719,-.167,-.252,-.0912
34,2021,9,10,.0344,.,.,.,.,.,.875,.41,.375,-.0093,-.136,-.246,-.0452
34,2021,9,17,.00901,.,.,.,.,.,.495,.21,.188,-.0176,-.109,-.19,-.0337
34,2021,9,24,.0283,-.0829,-.0238,-.278,-.0805,.0417,.309,.313,.313,-.0512,-.105,-.141,-.109
34,2021,10,1,-.0421,-.106,.101,-.335,-.0948,-.0633,.413,.118,.0954,-.0681,-.123,-.2,.028
34,2021,10,8,.0638,.0401,.628,-.273,.101,.0229,.32,.266,.262,.169,-.0193,-.165,.0461
34,2021,10,15,.0907,.0217,.144,-.165,.191,.0472,.192,.306,.314,.121,-.0136,-.129,.0758
34,2021,10,22,.0886,.000793,-.0122,-.24,.324,-.0492,.243,.272,.274,.197,.00694,-.152,.118
34,2021,10,29,-.000514,-.0798,-.0354,-.243,-.0191,.199,.674,.145,.104,-.00186,-.0648,-.116,-.0331
34,2021,11,5,-.0233,-.0557,-.105,-.219,.12,.0355,.258,.101,.0889,.091,-.0838,-.2,-.0991
34,2021,11,12,-.0042,-.216,-.0867,-.321,.182,.0214,.296,.159,.148,.0996,-.082,-.234,.0237
34,2021,11,19,.0893,.11,.0307,-.244,.112,.325,.7,.215,.178,.176,.0261,-.087,.0661
34,2021,11,26,.0733,.227,.00899,-.308,.414,.0778,.101,.0472,.0431,.113,.074,-.000465,.26
34,2021,12,3,.151,-.121,-.0196,-.218,.313,.34,.537,.368,.355,.181,.0445,-.0936,.216
34,2021,12,10,.0348,-.062,-.0544,-.267,.239,-.0892,.378,.18,.165,.149,-.0227,-.16,.051
34,2021,12,17,.18,.102,.0137,-.0642,.212,.264,1.13,.289,.224,.24,.152,.0767,.208
34,2021,12,24,-.0819,-.176,-.0465,-.38,-.0238,-.0641,.227,.0358,.0212,-.0188,-.139,-.228,-.113
34,2021,12,31,-.291,-.503,-.44,-.537,-.14,-.294,-.104,-.175,-.18,-.206,-.331,-.426,-.295
34,2022,1,7,-.18,-.274,-.323,-.391,-.0173,-.068,.243,-.00466,-.0235,-.037,-.258,-.403,-.287
34,2022,1,14,.067,.106,-.0782,-.14,.248,-.17,.128,.0853,.0821,.142,.0598,-.00915,.107
34,2022,1,21,-.0332,-.0182,.0116,-.354,.0359,-.154,.0658,.0223,.019,.0655,-.0659,-.166,-.0271
34,2022,1,28,.215,.476,.594,-.00507,.285,-.086,.079,.129,.133,.287,.238,.173,.358
34,2022,2,4,.173,.374,.284,-.156,.413,.337,.324,.16,.147,.275,.176,.0586,.367
34,2022,2,11,.302,.561,.314,.0469,.391,.206,.8,.345,.31,.295,.264,.225,.334
34,2022,2,18,-.072,.219,-.0301,-.324,-.0238,-.144,-.0227,-.0697,-.0733,-.0778,-.0846,-.118,.0262
34,2022,2,25,.0553,.166,.346,-.25,.0959,.0903,.243,.0653,.0517,.0389,.0512,.0398,.128
34,2022,3,4,.221,.123,.369,-.142,.255,.373,.767,.448,.424,.167,.115,.0282,.314
34,2022,3,11,.313,.211,.364,-.115,.725,.181,.612,.233,.204,.467,.359,.246,.514
34,2022,3,18,.14,.242,.11,-.0823,.233,.276,.318,.147,.134,.18,.138,.0885,.218
35,2021,3,26,.0778,.,.,.,.,.,.0849,.214,.226,-.0377,.00814,.233,-.246
35,2021,4,2,-.036,.,.,.,.,.,.0766,-.0131,-.0213,-.0601,-.063,.0257,-.207
35,2021,4,9,-.163,.,.,.,.,.,-.197,-.128,-.122,-.162,-.186,-.147,-.296
35,2021,4,16,.0494,.,.,.,.,.,.217,.281,.286,-.0924,-.0843,.0616,-.295
35,2021,4,23,.0698,.,.,.,.,.,.209,.151,.146,-.0601,.0122,.272,-.242
35,2021,4,30,-.0459,.,.,.,.,.,.00207,-.0639,-.0699,-.121,-.0461,.106,-.127
35,2021,5,7,.121,.,.,.,.,.,.0766,.0412,.038,.219,.162,.25,-.0898
35,2021,5,14,.162,.,.,.,.,.,.499,.284,.264,.0682,.0692,.187,-.112
35,2021,5,21,.0205,.,.,.,.,.,.259,.0559,.0372,-.0951,-.00312,.181,-.0991
35,2021,5,28,.0801,.,.,.,.,.,.159,.13,.127,0,.0544,.232,-.108
