year,month,day,cityid,gps_retail_and_recreation,gps_grocery_and_pharmacy,gps_parks,gps_transit_stations,gps_workplaces,gps_residential,gps_away_from_home
2020,8,17,32,-.179,-.0557,.313,-.253,-.336,.0929,-.107
2020,8,17,33,-.274,-.16,-.331,-.346,-.333,.1,-.119
2020,8,17,34,-.23,-.04,.06,-.244,-.317,.0743,-.0863
2020,8,17,35,-.3,-.0743,.111,-.407,-.374,.107,-.126
2020,8,17,36,-.246,-.136,-.0914,-.479,-.437,.12,-.139
2020,8,17,37,-.133,-.00857,.,-.177,-.296,.0586,-.0639
2020,8,17,38,-.307,-.177,-.43,-.517,-.341,.127,-.152
2020,8,17,39,-.22,-.0714,.267,-.501,-.413,.124,-.145
2020,8,17,40,-.113,.0386,.,-.163,-.304,.0714,-.0786
2020,8,17,41,-.39,-.153,.199,-.587,-.45,.166,-.195
2020,8,17,42,-.229,-.171,1.21,-.487,-.387,.104,-.11
2020,8,17,43,-.219,-.166,-.181,-.491,-.343,.103,-.121
2020,8,17,44,-.43,-.193,-.363,-.429,-.403,.116,-.14
2020,8,17,45,-.0886,-.0814,.,-.13,-.261,.0543,-.0602
2020,8,17,46,-.156,-.0471,1.29,-.203,-.317,.07,-.0784
2020,8,17,47,-.203,-.0414,.166,-.0443,-.323,.0686,-.0802
2020,8,17,48,-.343,-.197,-.561,-.586,-.343,.146,-.178
2020,8,17,49,-.107,.0486,.,-.154,-.333,.0657,-.07
2020,8,17,50,-.177,-.00714,.78,-.391,-.343,.0743,-.0801
2020,8,17,51,-.0429,.00714,.,.,-.314,.09,-.106
2020,8,17,52,-.0514,.0443,.921,-.106,-.301,.0614,-.0679
2020,8,17,53,-.0971,-.04,.,-.0586,-.286,.0629,-.0707
2020,8,18,1,-.317,-.126,-.0957,-.396,-.37,.124,-.149
2020,8,18,2,-.325,-.12,.465,-.445,-.425,.119,-.138
2020,8,18,3,-.166,-.06,.871,-.41,-.349,.0814,-.0889
2020,8,18,4,-.189,-.104,-.0786,-.406,-.346,.106,-.123
2020,8,18,5,-.263,-.147,-.346,-.369,-.37,.116,-.135
2020,8,18,6,-.294,-.11,.111,-.46,-.369,.12,-.142
2020,8,18,7,-.196,-.111,.0243,-.314,-.356,.0971,-.114
2020,8,18,8,-.226,-.0929,-.283,-.403,-.366,.106,-.127
2020,8,18,9,-.277,-.117,.779,-.49,-.461,.131,-.145
2020,8,18,10,-.164,-.0657,.241,-.39,-.329,.0957,-.113
2020,8,18,11,-.223,-.0829,-.291,-.32,-.364,.11,-.129
2020,8,18,12,-.423,-.161,.0257,-.613,-.489,.191,-.22
2020,8,18,13,-.109,-.0743,1.22,-.294,-.334,.0614,-.0669
2020,8,18,14,-.263,-.137,-.0114,-.417,-.396,.0914,-.106
2020,8,18,15,-.159,-.0629,.977,-.33,-.351,.09,-.1
2020,8,18,16,-.303,-.146,-.149,-.521,-.423,.144,-.169
2020,8,18,17,-.22,-.0943,.16,-.426,-.386,.101,-.116
2020,8,18,18,-.127,-.0314,.839,-.236,-.297,.0543,-.0562
2020,8,18,19,-.15,-.0871,.00429,-.261,-.313,.0871,-.0996
2020,8,18,20,-.133,-.0557,.,-.234,-.296,.07,-.0794
2020,8,18,21,-.583,-.284,-.104,-.666,-.554,.21,-.246
2020,8,18,22,-.204,-.119,-.346,-.256,-.309,.103,-.121
2020,8,18,23,-.224,-.133,.,-.327,-.37,.0943,-.109
2020,8,18,24,-.296,-.0757,.667,-.411,-.417,.0929,-.106
2020,8,18,25,-.379,-.163,.357,-.603,-.44,.126,-.146
2020,8,18,26,-.1,-.0129,.,-.14,-.276,.0586,-.0688
2020,8,18,27,-.167,.0457,.,-.24,-.306,.0786,-.087
2020,8,18,28,-.264,-.0443,.527,-.444,-.381,.0914,-.104
2020,8,18,29,-.494,-.226,-.377,-.674,-.499,.159,-.185
2020,8,18,30,-.224,-.0457,.0971,-.377,-.371,.0943,-.108
2020,8,18,31,-.171,-.0386,.,-.247,-.304,.0686,-.0728
2020,8,18,32,-.183,-.06,.296,-.254,-.334,.0929,-.107
2020,8,18,33,-.274,-.161,-.337,-.343,-.331,.0986,-.117
2020,8,18,34,-.234,-.0443,.0329,-.25,-.316,.0757,-.0877
2020,8,18,35,-.31,-.0814,.0514,-.41,-.374,.11,-.128
2020,8,18,36,-.249,-.14,-.107,-.479,-.436,.12,-.139
2020,8,18,37,-.134,-.00857,.,-.177,-.294,.0586,-.0639
2020,8,18,38,-.307,-.177,-.424,-.517,-.34,.126,-.151
2020,8,18,39,-.221,-.0729,.216,-.507,-.41,.126,-.146
2020,8,18,40,-.119,.0357,.,-.164,-.303,.0729,-.08
2020,8,18,41,-.391,-.151,.171,-.59,-.449,.166,-.195
2020,8,18,42,-.231,-.173,1.16,-.487,-.387,.104,-.11
2020,8,18,43,-.219,-.167,-.183,-.491,-.34,.101,-.119
2020,8,18,44,-.433,-.197,-.35,-.429,-.4,.116,-.14
2020,8,18,45,-.09,-.0843,.,-.131,-.257,.0543,-.0602
2020,8,18,46,-.154,-.0457,.,-.203,-.314,.07,-.0784
2020,8,18,47,-.207,-.0471,.139,-.0471,-.321,.07,-.0816
2020,8,18,48,-.344,-.2,-.563,-.587,-.344,.147,-.179
2020,8,18,49,-.11,.0471,.,-.157,-.331,.0657,-.07
2020,8,18,50,-.177,-.0129,.749,-.393,-.341,.0743,-.0801
2020,8,18,51,-.0386,.00857,.,.,-.313,.0886,-.104
2020,8,18,52,-.0557,.0386,.834,-.111,-.299,.0614,-.0679
2020,8,18,53,-.0971,-.0414,.,-.0557,-.283,.0614,-.0693
2020,8,19,1,-.319,-.126,-.111,-.399,-.37,.126,-.151
2020,8,19,2,-.327,-.123,.462,-.445,-.424,.119,-.138
2020,8,19,3,-.169,-.0643,.859,-.411,-.349,.0829,-.0905
2020,8,19,4,-.19,-.107,-.0857,-.404,-.344,.104,-.121
2020,8,19,5,-.263,-.147,-.353,-.369,-.369,.114,-.134
2020,8,19,6,-.296,-.111,.0986,-.46,-.369,.121,-.144
2020,8,19,7,-.197,-.113,.0314,-.313,-.354,.0957,-.113
2020,8,19,8,-.229,-.0971,-.291,-.404,-.366,.106,-.127
2020,8,19,9,-.279,-.117,.79,-.491,-.461,.13,-.143
2020,8,19,10,-.167,-.0671,.264,-.391,-.326,.0943,-.111
2020,8,19,11,-.224,-.0857,-.296,-.319,-.364,.11,-.129
2020,8,19,12,-.429,-.166,-.0457,-.616,-.49,.193,-.222
2020,8,19,13,-.11,-.0757,1.21,-.293,-.334,.06,-.0653
2020,8,19,14,-.256,-.133,.0257,-.414,-.394,.09,-.105
2020,8,19,15,-.157,-.0643,1,-.329,-.35,.0886,-.0987
2020,8,19,16,-.304,-.149,-.151,-.524,-.423,.144,-.169
2020,8,19,17,-.224,-.0971,.146,-.426,-.386,.103,-.118
2020,8,19,18,-.127,-.03,.831,-.231,-.294,.0529,-.0546
2020,8,19,19,-.15,-.0886,-.0114,-.263,-.311,.0871,-.0996
2020,8,19,20,-.136,-.06,.,-.236,-.296,.07,-.0794
2020,8,19,21,-.586,-.286,-.116,-.667,-.556,.211,-.248
2020,8,19,22,-.21,-.123,-.356,-.259,-.309,.104,-.123
2020,8,19,23,-.219,-.127,.,-.326,-.369,.0929,-.107
2020,8,19,24,-.296,-.0757,.661,-.41,-.417,.0929,-.106
2020,8,19,25,-.38,-.167,.343,-.603,-.44,.126,-.146
2020,8,19,26,-.101,-.0157,.,-.144,-.274,.0571,-.0672
2020,8,19,27,-.166,.0457,.,-.237,-.306,.0771,-.0854
2020,8,19,28,-.267,-.0471,.506,-.444,-.38,.0914,-.104
2020,8,19,29,-.493,-.224,-.366,-.676,-.497,.157,-.184
2020,8,19,30,-.223,-.0443,.126,-.374,-.37,.0929,-.106
2020,8,19,31,-.173,-.0457,.,-.247,-.304,.0686,-.0728
2020,8,19,32,-.186,-.06,.297,-.259,-.333,.0929,-.107
2020,8,19,33,-.274,-.163,-.344,-.344,-.33,.0986,-.117
2020,8,19,34,-.24,-.0471,.0143,-.254,-.317,.0771,-.0893
2020,8,19,35,-.319,-.0871,-.00143,-.413,-.376,.113,-.132
2020,8,19,36,-.254,-.144,-.127,-.479,-.436,.121,-.141
2020,8,19,37,-.136,-.0129,.,-.174,-.293,.0586,-.0639
2020,8,19,38,-.311,-.183,-.44,-.517,-.339,.126,-.151
2020,8,19,39,-.226,-.0786,.191,-.507,-.409,.127,-.148
2020,8,19,40,-.121,.0329,.,-.17,-.301,.0729,-.08
2020,8,19,41,-.393,-.151,.123,-.591,-.449,.167,-.196
2020,8,19,42,-.226,-.166,1.28,-.484,-.386,.101,-.107
2020,8,19,43,-.219,-.17,-.2,-.491,-.339,.101,-.119
2020,8,19,44,-.436,-.204,-.35,-.431,-.4,.116,-.14
2020,8,19,45,-.09,-.0871,.,-.124,-.254,.0529,-.0586
2020,8,19,46,-.153,-.0486,.,-.201,-.313,.0686,-.0768
2020,8,19,47,-.213,-.05,.11,-.0529,-.32,.0714,-.0832
2020,8,19,48,-.347,-.203,-.566,-.589,-.346,.147,-.179
2020,8,19,49,-.113,.0443,.,-.156,-.331,.0671,-.0716
2020,8,19,50,-.179,-.0171,.72,-.393,-.34,.0743,-.0801
2020,8,19,51,-.0414,.00286,.,.,-.313,.0886,-.104
2020,8,19,52,-.0614,.0343,.773,-.114,-.297,.0614,-.0679
2020,8,19,53,-.0986,-.0457,.,-.0543,-.281,.06,-.0677
2020,8,20,1,-.319,-.126,-.121,-.401,-.369,.126,-.151
2020,8,20,2,-.317,-.118,.536,-.44,-.422,.115,-.134
2020,8,20,3,-.17,-.0671,.851,-.411,-.347,.0829,-.0905
2020,8,20,4,-.19,-.109,-.0886,-.403,-.343,.104,-.121
2020,8,20,5,-.261,-.147,-.361,-.367,-.367,.113,-.132
2020,8,20,6,-.296,-.111,.0914,-.459,-.367,.121,-.144
2020,8,20,7,-.199,-.114,.0457,-.31,-.353,.0943,-.111
2020,8,20,8,-.229,-.1,-.301,-.404,-.364,.106,-.127
2020,8,20,9,-.28,-.119,.76,-.491,-.46,.13,-.143
2020,8,20,10,-.167,-.07,.28,-.387,-.324,.0943,-.111
2020,8,20,11,-.224,-.0886,-.296,-.319,-.363,.11,-.129
2020,8,20,12,-.43,-.166,-.0743,-.614,-.49,.194,-.223
2020,8,20,13,-.109,-.0771,1.2,-.29,-.333,.0586,-.0638
2020,8,20,14,-.249,-.129,.104,-.409,-.391,.0871,-.102
2020,8,20,15,-.154,-.0629,.,-.326,-.349,.0871,-.0973
2020,8,20,16,-.303,-.151,-.15,-.527,-.421,.143,-.167
2020,8,20,17,-.226,-.0957,.157,-.426,-.384,.103,-.118
2020,8,20,18,-.126,-.0314,.834,-.226,-.291,.0514,-.0531
2020,8,20,19,-.15,-.09,-.0129,-.263,-.311,.0857,-.0982
2020,8,20,20,-.134,-.0571,.,-.23,-.293,.0671,-.0766
2020,8,20,21,-.587,-.286,-.141,-.67,-.557,.213,-.249
2020,8,20,22,-.216,-.13,-.357,-.259,-.309,.106,-.124
2020,8,20,23,-.211,-.123,.,-.316,-.366,.0886,-.103
2020,8,20,24,-.293,-.0757,.639,-.409,-.419,.0929,-.106
2020,8,20,25,-.377,-.17,.364,-.601,-.439,.123,-.143
2020,8,20,26,-.101,-.0171,.,-.141,-.273,.0571,-.0672
2020,8,20,27,-.159,.05,.,-.226,-.304,.0729,-.0811
2020,8,20,28,-.267,-.0514,.484,-.441,-.38,.0914,-.104
2020,8,20,29,-.487,-.217,-.337,-.673,-.496,.153,-.179
2020,8,20,30,-.221,-.0457,.137,-.373,-.37,.0914,-.105
2020,8,20,31,-.171,-.0471,.,-.247,-.303,.0686,-.0728
2020,8,20,32,-.19,-.0629,.291,-.259,-.331,.0929,-.107
2020,8,20,33,-.271,-.164,-.354,-.341,-.329,.0986,-.117
2020,8,20,34,-.243,-.05,-.01,-.26,-.319,.0786,-.0907
2020,8,20,35,-.323,-.09,-.0529,-.413,-.376,.114,-.133
2020,8,20,36,-.26,-.15,-.153,-.481,-.434,.124,-.144
2020,8,20,37,-.136,-.0143,.511,-.171,-.29,.0586,-.0639
2020,8,20,38,-.313,-.184,-.451,-.517,-.339,.126,-.151
2020,8,20,39,-.226,-.0771,.19,-.51,-.406,.127,-.148
2020,8,20,40,-.124,.0286,.,-.17,-.3,.0729,-.08
2020,8,20,41,-.394,-.151,.0786,-.593,-.449,.169,-.198
2020,8,20,42,-.226,-.166,1.27,-.483,-.386,.101,-.107
2020,8,20,43,-.221,-.173,-.22,-.491,-.336,.101,-.119
2020,8,20,44,-.44,-.206,-.359,-.431,-.399,.116,-.14
2020,8,20,45,-.0886,-.09,.,-.119,-.251,.0514,-.0572
2020,8,20,46,-.15,-.0486,.,-.2,-.31,.0671,-.0754
2020,8,20,47,-.216,-.05,.0843,-.0571,-.319,.0729,-.0846
2020,8,20,48,-.349,-.204,-.57,-.59,-.349,.147,-.179
2020,8,20,49,-.114,.0471,.,-.154,-.331,.0686,-.0731
2020,8,20,50,-.177,-.0186,.707,-.394,-.337,.0729,-.0787
2020,8,20,51,-.0429,-2.66e-10,.,.,-.311,.0871,-.103
2020,8,20,52,-.0671,.0286,.691,-.124,-.296,.0629,-.0693
2020,8,20,53,-.0971,-.0443,.,-.0514,-.279,.0571,-.0649
2020,8,21,1,-.319,-.127,-.127,-.401,-.367,.127,-.152
2020,8,21,2,-.316,-.119,.534,-.439,-.422,.115,-.134
2020,8,21,3,-.17,-.0671,.847,-.411,-.347,.0829,-.0905
2020,8,21,4,-.19,-.103,-.09,-.401,-.341,.103,-.12
2020,8,21,5,-.259,-.147,-.356,-.364,-.366,.111,-.131
2020,8,21,6,-.296,-.113,.0886,-.457,-.367,.121,-.144
2020,8,21,7,-.199,-.116,.0571,-.307,-.35,.0943,-.111
2020,8,21,8,-.229,-.103,-.301,-.403,-.363,.104,-.126
2020,8,21,9,-.283,-.123,.677,-.496,-.46,.133,-.146
2020,8,21,10,-.167,-.0729,.303,-.386,-.321,.0943,-.111
2020,8,21,11,-.223,-.0914,-.296,-.316,-.361,.109,-.127
2020,8,21,12,-.434,-.166,-.09,-.611,-.49,.196,-.224
2020,8,21,13,-.107,-.0771,1.23,-.286,-.331,.0571,-.0624
2020,8,21,14,-.249,-.131,.124,-.409,-.391,.0871,-.102
2020,8,21,15,-.151,-.0614,.,-.321,-.346,.0857,-.0959
2020,8,21,16,-.303,-.153,-.146,-.53,-.421,.143,-.167
2020,8,21,17,-.231,-.101,.101,-.427,-.384,.107,-.122
2020,8,21,18,-.126,-.0286,.824,-.223,-.29,.05,-.0518
2020,8,21,19,-.151,-.09,-.0129,-.263,-.31,.0843,-.0968
2020,8,21,20,-.141,-.0643,.123,-.231,-.293,.0686,-.078
2020,8,21,21,-.59,-.29,-.18,-.673,-.557,.217,-.254
2020,8,21,22,-.22,-.137,-.359,-.256,-.306,.106,-.124
2020,8,21,23,-.209,-.119,.,-.311,-.366,.0871,-.101
2020,8,21,24,-.293,-.08,.601,-.409,-.419,.0943,-.107
2020,8,21,25,-.374,-.171,.376,-.601,-.437,.121,-.141
2020,8,21,26,-.103,-.02,.,-.144,-.271,.0557,-.0658
2020,8,21,27,-.16,.05,.,-.221,-.301,.0714,-.0797
2020,8,21,28,-.267,-.0486,.473,-.441,-.38,.0914,-.104
2020,8,21,29,-.486,-.214,-.326,-.673,-.496,.151,-.178
2020,8,21,30,-.223,-.0514,.11,-.373,-.37,.0914,-.105
2020,8,21,31,-.17,-.0486,.,-.243,-.3,.0686,-.0728
2020,8,21,32,-.194,-.0657,.286,-.26,-.33,.0929,-.107
2020,8,21,33,-.267,-.166,-.351,-.333,-.326,.0971,-.116
2020,8,21,34,-.244,-.0514,-.0314,-.261,-.317,.08,-.0921
2020,8,21,35,-.323,-.0914,-.0743,-.414,-.376,.114,-.133
2020,8,21,36,-.263,-.15,-.166,-.481,-.433,.126,-.145
2020,8,21,37,-.136,-.0157,.482,-.173,-.289,.0571,-.0626
2020,8,21,38,-.311,-.183,-.456,-.516,-.337,.126,-.151
2020,8,21,39,-.227,-.0771,.187,-.51,-.404,.129,-.149
2020,8,21,40,-.124,.0286,.,-.167,-.297,.0714,-.0786
2020,8,21,41,-.397,-.154,.0429,-.593,-.447,.17,-.199
2020,8,21,42,-.221,-.163,1.34,-.48,-.384,.1,-.106
2020,8,21,43,-.223,-.171,-.243,-.493,-.333,.101,-.119
2020,8,21,44,-.437,-.199,-.351,-.424,-.394,.111,-.136
2020,8,21,45,-.0871,-.0929,.,-.11,-.249,.0514,-.0572
2020,8,21,46,-.149,-.05,1.31,-.197,-.309,.0671,-.0754
2020,8,21,47,-.217,-.05,.0643,-.0629,-.316,.0714,-.0832
2020,8,21,48,-.35,-.206,-.573,-.597,-.364,.153,-.185
2020,8,21,49,-.114,.0486,.,-.154,-.33,.0686,-.0731
2020,8,21,50,-.177,-.0171,.676,-.396,-.336,.0729,-.0787
2020,8,21,51,-.0414,-2.66e-10,.,.,-.31,.0843,-.1
2020,8,21,52,-.0686,.0271,.694,-.126,-.29,.0614,-.0679
2020,8,21,53,-.0957,-.0471,.,-.0486,-.277,.0571,-.0649
2020,8,22,1,-.317,-.127,-.126,-.4,-.364,.126,-.15
2020,8,22,2,-.317,-.12,.524,-.439,-.421,.114,-.133
2020,8,22,3,-.169,-.0657,.887,-.407,-.346,.0829,-.0905
2020,8,22,4,-.19,-.0971,-.0929,-.401,-.339,.103,-.12
2020,8,22,5,-.257,-.147,-.353,-.364,-.364,.111,-.131
2020,8,22,6,-.296,-.114,.0914,-.456,-.366,.12,-.141
2020,8,22,7,-.199,-.117,.0714,-.303,-.349,.0929,-.109
2020,8,22,8,-.226,-.104,-.299,-.401,-.361,.103,-.123
2020,8,22,9,-.283,-.126,.653,-.497,-.459,.134,-.148
2020,8,22,10,-.166,-.0743,.324,-.389,-.317,.0929,-.109
2020,8,22,11,-.224,-.0986,-.299,-.32,-.363,.11,-.13
2020,8,22,12,-.437,-.167,-.117,-.61,-.49,.199,-.229
2020,8,22,13,-.11,-.0786,1.23,-.281,-.331,.0557,-.0599
2020,8,22,14,-.249,-.131,.15,-.409,-.393,.0871,-.102
2020,8,22,15,-.15,-.0614,.,-.321,-.34,.0843,-.0934
2020,8,22,16,-.3,-.154,-.15,-.537,-.421,.144,-.17
2020,8,22,17,-.227,-.0957,.161,-.426,-.381,.106,-.119
2020,8,22,18,-.124,-.0286,.,-.22,-.289,.05,-.0518
2020,8,22,19,-.153,-.0929,-.01,-.263,-.31,.0857,-.0993
2020,8,22,20,-.14,-.0643,.127,-.229,-.289,.0686,-.078
2020,8,22,21,-.59,-.293,-.21,-.674,-.559,.22,-.259
2020,8,22,22,-.221,-.141,-.357,-.254,-.306,.106,-.124
2020,8,22,23,-.209,-.119,.,-.307,-.367,.0857,-.0989
2020,8,22,24,-.287,-.0771,.621,-.407,-.413,.0943,-.107
2020,8,22,25,-.371,-.171,.417,-.601,-.436,.12,-.139
2020,8,22,26,-.104,-.0229,.458,-.141,-.269,.0543,-.0633
2020,8,22,27,-.164,.0414,.,-.227,-.303,.0729,-.0822
2020,8,22,28,-.269,-.05,.459,-.443,-.379,.0914,-.104
2020,8,22,29,-.484,-.21,-.31,-.67,-.493,.15,-.175
2020,8,22,30,-.221,-.0543,.0886,-.379,-.37,.0929,-.107
2020,8,22,31,-.17,-.0486,.,-.24,-.297,.0686,-.0728
2020,8,22,32,-.197,-.0686,.289,-.26,-.329,.0929,-.107
2020,8,22,33,-.264,-.166,-.349,-.33,-.323,.0957,-.114
2020,8,22,34,-.243,-.0529,-.0643,-.264,-.316,.0814,-.0946
2020,8,22,35,-.319,-.09,-.0871,-.413,-.373,.116,-.135
2020,8,22,36,-.261,-.149,-.141,-.479,-.429,.124,-.142
2020,8,22,37,-.134,-.0157,.491,-.17,-.286,.0571,-.0626
2020,8,22,38,-.309,-.179,-.451,-.514,-.334,.124,-.149
2020,8,22,39,-.224,-.0743,.264,-.51,-.399,.126,-.144
2020,8,22,40,-.126,.0271,.,-.173,-.296,.0729,-.0811
2020,8,22,41,-.397,-.157,7.98e-10,-.594,-.444,.171,-.201
2020,8,22,42,-.224,-.163,1.3,-.483,-.386,.103,-.111
2020,8,22,43,-.221,-.17,-.259,-.496,-.33,.101,-.119
2020,8,22,44,-.436,-.189,-.353,-.417,-.391,.109,-.131
2020,8,22,45,-.0857,-.0929,.,-.113,-.244,.0514,-.0572
2020,8,22,46,-.147,-.0514,1.26,-.194,-.306,.0671,-.0754
2020,8,22,47,-.217,-.0514,.0529,-.0671,-.313,.0714,-.0832
2020,8,22,48,-.353,-.209,-.573,-.6,-.366,.154,-.187
2020,8,22,49,-.111,.0486,.,-.163,-.327,.07,-.0756
2020,8,22,50,-.176,-.0171,.671,-.396,-.336,.0729,-.0787
2020,8,22,51,-.03,.0114,.,.,-.303,.08,-.0925
2020,8,22,52,-.07,.0271,.673,-.13,-.289,.0629,-.0704
2020,8,22,53,-.0929,-.0471,.393,-.0486,-.274,.0571,-.0649
2020,8,23,1,-.316,-.129,-.126,-.401,-.361,.126,-.15
2020,8,23,2,-.302,-.11,.66,-.426,-.413,.109,-.123
2020,8,23,3,-.171,-.0686,.816,-.41,-.346,.0857,-.0963
2020,8,23,4,-.189,-.0929,-.0843,-.399,-.336,.103,-.12
2020,8,23,5,-.256,-.146,-.349,-.363,-.363,.11,-.128
2020,8,23,6,-.296,-.114,.0929,-.453,-.364,.12,-.141
2020,8,23,7,-.194,-.113,.101,-.294,-.346,.0914,-.106
2020,8,23,8,-.223,-.103,-.297,-.4,-.36,.103,-.123
2020,8,23,9,-.28,-.129,.637,-.496,-.456,.136,-.151
2020,8,23,10,-.161,-.0714,.353,-.384,-.313,.0914,-.106
2020,8,23,11,-.221,-.0986,-.29,-.316,-.361,.11,-.13
2020,8,23,12,-.44,-.169,-.141,-.61,-.49,.203,-.238
2020,8,23,13,-.109,-.0771,1.22,-.28,-.329,.0543,-.057
2020,8,23,14,-.247,-.131,.186,-.403,-.389,.0843,-.096
2020,8,23,15,-.149,-.0586,.,-.319,-.337,.0829,-.0905
2020,8,23,16,-.299,-.153,-.136,-.541,-.419,.143,-.167
2020,8,23,17,-.23,-.0986,.141,-.424,-.379,.107,-.122
2020,8,23,18,-.127,-.0286,.,-.219,-.29,.05,-.0518
2020,8,23,19,-.159,-.0957,-.0443,-.27,-.311,.0871,-.102
2020,8,23,20,-.143,-.0671,.,-.229,-.287,.0686,-.078
2020,8,23,21,-.59,-.291,-.224,-.676,-.557,.221,-.261
2020,8,23,22,-.226,-.146,-.359,-.25,-.306,.106,-.124
2020,8,23,23,-.204,-.117,.,-.303,-.366,.0843,-.096
2020,8,23,24,-.279,-.0743,.654,-.404,-.407,.0929,-.104
2020,8,23,25,-.371,-.176,.459,-.601,-.433,.117,-.133
2020,8,23,26,-.104,-.0229,.465,-.143,-.267,.0529,-.0604
2020,8,23,27,-.166,.0386,.,-.226,-.301,.0729,-.0822
2020,8,23,28,-.27,-.0529,.45,-.443,-.379,.0914,-.104
2020,8,23,29,-.48,-.203,-.279,-.664,-.487,.146,-.167
2020,8,23,30,-.22,-.0571,.0914,-.379,-.367,.0914,-.104
2020,8,23,31,-.171,-.05,.,-.241,-.296,.0686,-.0728
2020,8,23,32,-.2,-.07,.276,-.26,-.329,.0943,-.11
2020,8,23,33,-.261,-.166,-.347,-.329,-.32,.0957,-.114
2020,8,23,34,-.24,-.0529,-.0914,-.266,-.314,.0829,-.0975
2020,8,23,35,-.316,-.0886,-.0943,-.413,-.371,.116,-.135
2020,8,23,36,-.266,-.15,-.164,-.483,-.427,.124,-.142
2020,8,23,37,-.134,-.0186,.481,-.171,-.286,.0571,-.0626
2020,8,23,38,-.31,-.179,-.463,-.516,-.333,.124,-.149
2020,8,23,39,-.227,-.0786,.293,-.511,-.394,.126,-.144
2020,8,23,40,-.126,.0329,.,-.176,-.294,.0729,-.0811
2020,8,23,41,-.399,-.156,-.0243,-.594,-.441,.173,-.204
2020,8,23,42,-.227,-.161,1.25,-.487,-.386,.104,-.114
2020,8,23,43,-.217,-.166,-.254,-.493,-.326,.101,-.119
2020,8,23,44,-.434,-.149,-.383,-.419,-.383,.106,-.125
2020,8,23,45,-.0843,-.09,.,-.117,-.239,.0514,-.0572
2020,8,23,46,-.14,-.0443,1.22,-.189,-.3,.0657,-.0724
2020,8,23,47,-.217,-.0529,.0357,-.0757,-.311,.0714,-.0832
2020,8,23,48,-.359,-.213,-.579,-.607,-.369,.156,-.19
2020,8,23,49,-.11,.0529,.,-.171,-.33,.07,-.0756
2020,8,23,50,-.174,-.0157,.651,-.397,-.333,.0743,-.0816
2020,8,23,51,-.0229,.0157,.,.,-.297,.0771,-.0867
2020,8,23,52,-.0729,.0271,.653,-.15,-.289,.0643,-.0733
2020,8,23,53,-.0914,-.0486,.389,-.0543,-.271,.0571,-.0649
2020,8,24,1,-.317,-.13,-.127,-.404,-.36,.126,-.15
2020,8,24,2,-.303,-.112,.656,-.426,-.411,.109,-.123
2020,8,24,3,-.174,-.0686,.793,-.411,-.344,.0871,-.098
2020,8,24,4,-.186,-.0814,-.0786,-.396,-.333,.101,-.118
2020,8,24,5,-.256,-.146,-.346,-.366,-.36,.109,-.126
2020,8,24,6,-.296,-.116,.0886,-.454,-.363,.12,-.141
2020,8,24,7,-.197,-.116,.106,-.297,-.343,.0914,-.106
2020,8,24,8,-.224,-.107,-.296,-.401,-.359,.104,-.125
2020,8,24,9,-.28,-.13,.623,-.496,-.454,.136,-.151
2020,8,24,10,-.163,-.0743,.353,-.389,-.31,.0914,-.106
2020,8,24,11,-.221,-.1,-.286,-.317,-.36,.11,-.13
2020,8,24,12,-.444,-.171,-.169,-.611,-.49,.206,-.242
2020,8,24,13,-.111,-.08,1.2,-.281,-.327,.0543,-.057
2020,8,24,14,-.247,-.133,.196,-.403,-.387,.0843,-.096
2020,8,24,15,-.15,-.0614,.959,-.32,-.336,.0843,-.0922
2020,8,24,16,-.297,-.15,-.131,-.544,-.417,.141,-.165
2020,8,24,17,-.233,-.0986,.149,-.426,-.376,.107,-.122
2020,8,24,18,-.129,-.03,.,-.22,-.289,.05,-.0518
2020,8,24,19,-.161,-.0971,-.0429,-.273,-.31,.0857,-.101
2020,8,24,20,-.144,-.0686,.,-.227,-.286,.0686,-.078
2020,8,24,21,-.59,-.291,-.241,-.677,-.557,.223,-.263
2020,8,24,22,-.23,-.147,-.351,-.251,-.3,.104,-.122
2020,8,24,23,-.206,-.116,.,-.304,-.366,.0843,-.096
2020,8,24,24,-.277,-.0771,.657,-.403,-.406,.0929,-.104
2020,8,24,25,-.369,-.176,.474,-.601,-.431,.116,-.131
2020,8,24,26,-.106,-.0243,.,-.144,-.266,.0529,-.0604
2020,8,24,27,-.166,.0371,.,-.224,-.301,.0729,-.0822
2020,8,24,28,-.273,-.0557,.426,-.444,-.377,.0929,-.106
2020,8,24,29,-.48,-.201,-.276,-.664,-.487,.146,-.167
2020,8,24,30,-.221,-.0614,.0814,-.38,-.366,.0914,-.104
2020,8,24,31,-.17,-.0486,.,-.241,-.293,.0686,-.0728
2020,8,24,32,-.204,-.0729,.261,-.266,-.329,.0943,-.11
2020,8,24,33,-.261,-.167,-.344,-.326,-.319,.0957,-.114
2020,8,24,34,-.243,-.0543,-.0986,-.27,-.311,.0829,-.0975
2020,8,24,35,-.316,-.0886,-.106,-.416,-.37,.116,-.135
2020,8,24,36,-.27,-.156,-.184,-.487,-.426,.126,-.144
2020,8,24,37,-.137,-.0214,.474,-.176,-.284,.0571,-.0626
2020,8,24,38,-.311,-.18,-.471,-.516,-.333,.126,-.15
2020,8,24,39,-.229,-.08,.301,-.513,-.391,.126,-.144
2020,8,24,40,-.136,.0257,.,-.183,-.291,.0757,-.0845
