year,month,day,statefips,revenue_all,revenue_ss40,revenue_ss60,revenue_ss65,revenue_ss70
2020,5,27,20,-.101,-.0497,-.0752,-.0751,-.412
2020,5,27,21,-.119,.113,.0263,-.194,-.422
2020,5,27,22,-.181,.0388,-.0849,-.181,-.478
2020,5,27,23,-.441,-.333,-.324,-.584,-.619
2020,5,27,24,-.355,-.222,-.173,-.5,-.534
2020,5,27,25,-.4,-.182,-.14,-.542,-.57
2020,5,27,26,-.244,.0361,-.104,-.521,-.444
2020,5,27,27,-.169,.0428,-.103,-.301,-.464
2020,5,27,28,.144,.0833,.117,-.219,-.287
2020,5,27,29,-.104,.0931,.0161,-.132,-.421
2020,5,27,30,-.0954,.152,-.0422,-.0868,-.371
2020,5,27,31,.0103,.0945,-.0876,-.249,-.3
2020,5,27,32,-.336,-.0881,-.246,-.275,-.666
2020,5,27,33,-.119,.228,.137,-.369,-.416
2020,5,27,34,-.367,-.134,.025,-.474,-.579
2020,5,27,35,-.264,-.036,.113,-.293,-.515
2020,5,27,36,-.421,-.234,-.245,-.487,-.654
2020,5,27,37,-.151,-.00545,-.0905,-.172,-.457
2020,5,27,38,-.00501,.249,-.274,-.183,-.336
2020,5,27,39,-.0839,.186,-.101,-.366,-.374
2020,5,27,40,-.00589,.135,.0698,-.0934,-.238
2020,5,27,41,-.163,.101,-.0737,-.324,-.475
2020,5,27,42,-.265,-.0735,-.143,-.464,-.525
2020,5,27,44,-.377,-.122,-.184,-.585,-.54
2020,5,27,45,-.0338,.0766,-.0144,-.0943,-.168
2020,5,27,46,.045,.113,.,-.239,-.174
2020,5,27,47,-.123,.0696,-.0628,-.155,-.379
2020,5,27,48,-.144,.0487,-.0928,-.199,-.353
2020,5,27,49,-.0685,.107,-.0745,-.182,-.275
2020,5,27,50,-.242,.0874,-.177,-.333,-.494
2020,5,27,51,-.256,-.0833,-.169,-.25,-.511
2020,5,27,53,-.316,-.152,-.219,-.383,-.509
2020,5,27,54,-.0237,.124,-.118,.205,-.469
2020,5,27,55,-.19,-.0756,-.0443,-.33,-.438
2020,5,27,56,-.146,.113,-.135,-.366,-.316
2020,5,28,1,-.156,-.0386,-.0454,-.494,-.392
2020,5,28,2,-.252,.127,-.486,-.36,-.552
2020,5,28,4,-.114,-.0209,.0923,-.119,-.32
2020,5,28,5,.0116,.0903,-.156,-.246,-.372
2020,5,28,6,-.306,-.17,-.118,-.344,-.612
2020,5,28,8,-.158,-.0829,-.137,-.236,-.483
2020,5,28,9,-.255,.138,-.274,-.528,-.424
2020,5,28,10,-.361,-.274,-.108,-.481,-.541
2020,5,28,11,-.657,-.396,-.447,-.441,-.818
2020,5,28,12,-.211,-.0561,-.113,-.278,-.418
2020,5,28,13,-.194,.00155,-.155,-.315,-.39
2020,5,28,15,-.526,-.332,-.503,-.389,-.753
2020,5,28,16,-.02,.279,-.165,-.194,-.281
2020,5,28,17,-.357,-.257,-.184,-.456,-.522
2020,5,28,18,-.123,.0565,.0176,-.3,-.369
2020,5,28,19,-.0233,-.00118,-.0984,-.271,-.347
2020,5,28,20,-.114,-.0783,-.0486,-.0832,-.426
2020,5,28,21,-.127,.0876,.0409,-.241,-.414
2020,5,28,22,-.197,.0134,-.0943,-.233,-.481
2020,5,28,23,-.449,-.362,-.357,-.574,-.625
2020,5,28,24,-.353,-.23,-.181,-.504,-.536
2020,5,28,25,-.405,-.207,-.167,-.545,-.572
2020,5,28,26,-.256,.0156,-.0991,-.537,-.462
2020,5,28,27,-.194,.0102,-.127,-.342,-.473
2020,5,28,28,.162,.0755,.0915,-.175,-.306
2020,5,28,29,-.121,.0616,.0261,-.183,-.429
2020,5,28,30,-.108,.109,-.0371,-.0879,-.373
2020,5,28,31,.0289,.0845,-.0505,-.227,-.304
2020,5,28,32,-.346,-.102,-.251,-.295,-.672
2020,5,28,33,-.145,.182,.229,-.419,-.441
2020,5,28,34,-.369,-.143,.0127,-.467,-.584
2020,5,28,35,-.27,-.0558,.0743,-.294,-.521
2020,5,28,36,-.432,-.247,-.278,-.494,-.668
2020,5,28,37,-.141,-.0012,-.084,-.187,-.44
2020,5,28,38,.014,.227,-.274,-.158,-.337
2020,5,28,39,-.0889,.177,-.101,-.376,-.374
2020,5,28,40,-.0217,.122,.0522,-.102,-.258
2020,5,28,41,-.161,.09,-.1,-.321,-.463
2020,5,28,42,-.259,-.0839,-.14,-.479,-.533
2020,5,28,44,-.396,-.159,-.23,-.607,-.534
2020,5,28,45,-.0451,.0557,-.0145,-.107,-.172
2020,5,28,46,.0675,.1,.,-.235,-.191
2020,5,28,47,-.138,.0476,-.0918,-.187,-.387
2020,5,28,48,-.157,.0301,-.109,-.239,-.354
2020,5,28,49,-.0915,.0813,-.108,-.208,-.286
2020,5,28,50,-.262,.0451,-.107,-.337,-.503
2020,5,28,51,-.254,-.0832,-.146,-.291,-.509
2020,5,28,53,-.319,-.165,-.224,-.384,-.509
2020,5,28,54,-.00373,.127,-.119,.218,-.47
2020,5,28,55,-.205,-.0879,-.0703,-.339,-.449
2020,5,28,56,-.145,.0972,-.0639,-.389,-.297
2020,5,29,1,-.141,-.0376,.0264,-.517,-.381
2020,5,29,2,-.241,.135,-.476,-.337,-.538
2020,5,29,4,-.123,-.0227,.048,-.133,-.323
2020,5,29,5,.0502,.0971,-.118,-.218,-.381
2020,5,29,6,-.309,-.186,-.127,-.34,-.608
2020,5,29,8,-.168,-.112,-.157,-.255,-.473
2020,5,29,9,-.262,.0957,-.336,-.506,-.419
2020,5,29,10,-.384,-.305,-.193,-.531,-.534
2020,5,29,11,-.653,-.402,-.455,-.408,-.811
2020,5,29,12,-.226,-.0754,-.128,-.305,-.427
2020,5,29,13,-.2,-.0294,-.135,-.317,-.393
2020,5,29,15,-.516,-.338,-.499,-.345,-.748
2020,5,29,16,-.0355,.262,-.219,-.234,-.275
2020,5,29,17,-.344,-.254,-.179,-.438,-.51
2020,5,29,18,-.13,.0413,.0223,-.31,-.376
2020,5,29,19,-.00329,-.00925,-.0751,-.269,-.339
2020,5,29,20,-.112,-.0765,-.0247,-.103,-.424
2020,5,29,21,-.122,.0712,.0714,-.243,-.413
2020,5,29,22,-.205,-.00512,-.125,-.237,-.478
2020,5,29,23,-.44,-.383,-.341,-.529,-.628
2020,5,29,24,-.351,-.233,-.203,-.509,-.526
2020,5,29,25,-.407,-.216,-.193,-.565,-.576
2020,5,29,26,-.266,-.0113,-.114,-.527,-.466
2020,5,29,27,-.217,-.0474,-.111,-.343,-.483
2020,5,29,28,.186,.0696,.0736,-.102,-.29
2020,5,29,29,-.111,.0608,.045,-.156,-.424
2020,5,29,30,-.0997,.0898,.129,-.0639,-.368
2020,5,29,31,.0373,.0765,-.0467,-.156,-.287
2020,5,29,32,-.345,-.122,-.257,-.3,-.668
2020,5,29,33,-.192,.0816,.203,-.45,-.471
2020,5,29,34,-.367,-.149,.018,-.492,-.582
2020,5,29,35,-.278,-.0895,.0306,-.314,-.521
2020,5,29,36,-.435,-.272,-.266,-.488,-.669
2020,5,29,37,-.129,-.00472,-.0569,-.186,-.428
2020,5,29,38,.0312,.179,-.288,-.131,-.339
2020,5,29,39,-.0991,.143,-.0831,-.377,-.373
2020,5,29,40,-.0325,.122,.0181,-.123,-.269
2020,5,29,41,-.162,.0715,-.0989,-.323,-.454
2020,5,29,42,-.236,-.0854,-.13,-.476,-.515
2020,5,29,44,-.409,-.21,-.229,-.618,-.537
2020,5,29,45,-.0596,.0529,-.0492,-.12,-.183
2020,5,29,46,.0805,.0843,.,-.237,-.212
2020,5,29,47,-.137,.0416,-.0993,-.193,-.384
2020,5,29,48,-.163,.0121,-.108,-.258,-.354
2020,5,29,49,-.0955,.0694,-.106,-.193,-.293
2020,5,29,50,-.299,-.0136,-.185,-.433,-.518
2020,5,29,51,-.246,-.0873,-.133,-.312,-.501
2020,5,29,53,-.317,-.182,-.218,-.39,-.502
2020,5,29,54,.0298,.0841,.0808,.374,-.46
2020,5,29,55,-.201,-.109,-.0739,-.329,-.446
2020,5,29,56,-.139,.0458,.0213,-.34,-.294
2020,5,30,1,-.152,-.0421,.0111,-.555,-.367
2020,5,30,2,-.234,.131,-.394,-.42,-.532
2020,5,30,4,-.12,-.0097,.0373,-.145,-.323
2020,5,30,5,.0572,.101,-.119,-.215,-.376
2020,5,30,6,-.305,-.186,-.127,-.347,-.6
2020,5,30,8,-.174,-.115,-.178,-.271,-.463
2020,5,30,9,-.246,.106,-.32,-.491,-.409
2020,5,30,10,-.344,-.288,-.12,-.539,-.532
2020,5,30,11,-.65,-.411,-.477,-.414,-.8
2020,5,30,12,-.233,-.0861,-.136,-.312,-.432
2020,5,30,13,-.2,-.0356,-.135,-.326,-.386
2020,5,30,15,-.512,-.342,-.475,-.343,-.749
2020,5,30,16,-.041,.256,-.207,-.234,-.267
2020,5,30,17,-.329,-.234,-.187,-.442,-.487
2020,5,30,18,-.14,.0426,-.023,-.327,-.38
2020,5,30,19,.00107,-.00398,-.0649,-.303,-.302
2020,5,30,20,-.109,-.0555,-.0383,-.152,-.401
2020,5,30,21,-.119,.0683,.0922,-.254,-.412
2020,5,30,22,-.203,-.00316,-.13,-.226,-.477
2020,5,30,23,-.435,-.371,-.396,-.526,-.626
2020,5,30,24,-.35,-.24,-.216,-.506,-.519
2020,5,30,25,-.395,-.201,-.16,-.581,-.574
2020,5,30,26,-.269,-.00915,-.133,-.536,-.462
2020,5,30,27,-.235,-.0932,-.149,-.336,-.479
2020,5,30,28,.18,.083,.135,-.182,-.297
2020,5,30,29,-.116,.0515,.0157,-.161,-.42
2020,5,30,30,-.11,.0685,.132,-.113,-.362
2020,5,30,31,.04,.103,-.105,-.167,-.235
2020,5,30,32,-.339,-.126,-.242,-.304,-.655
2020,5,30,33,-.202,.0544,.213,-.474,-.479
2020,5,30,34,-.362,-.138,-.0371,-.498,-.575
2020,5,30,35,-.259,-.0475,.0972,-.31,-.508
2020,5,30,36,-.426,-.265,-.268,-.496,-.662
2020,5,30,37,-.123,.00787,-.0841,-.194,-.416
2020,5,30,38,.0143,.133,-.326,-.175,-.302
2020,5,30,39,-.0905,.165,-.0704,-.379,-.374
2020,5,30,40,-.039,.137,-.0202,-.165,-.26
2020,5,30,41,-.173,.0602,-.113,-.334,-.465
2020,5,30,42,-.221,-.0814,-.145,-.481,-.506
2020,5,30,44,-.399,-.194,-.235,-.611,-.531
2020,5,30,45,-.0728,.0433,-.0667,-.134,-.203
2020,5,30,46,.0999,.0873,.,-.204,-.168
2020,5,30,47,-.132,.0566,-.108,-.195,-.376
2020,5,30,48,-.158,.0214,-.0961,-.259,-.352
2020,5,30,49,-.113,.0401,-.136,-.194,-.304
2020,5,30,50,-.314,-.024,-.204,-.492,-.53
2020,5,30,51,-.239,-.0792,-.125,-.327,-.49
2020,5,30,53,-.322,-.185,-.239,-.397,-.508
2020,5,30,54,.0407,.0735,.0456,.398,-.429
2020,5,30,55,-.198,-.108,-.0983,-.33,-.434
2020,5,30,56,-.141,.0486,-.0278,-.324,-.283
2020,5,31,1,-.186,-.0565,-.00445,-.608,-.365
2020,5,31,2,-.227,.148,-.414,-.398,-.526
2020,5,31,4,-.133,-.0289,-.01,-.155,-.314
2020,5,31,5,.0487,.119,-.131,-.214,-.371
2020,5,31,6,-.311,-.193,-.136,-.377,-.594
2020,5,31,8,-.179,-.127,-.188,-.297,-.441
2020,5,31,9,-.266,.0834,-.308,-.547,-.409
2020,5,31,10,-.343,-.271,-.214,-.529,-.513
2020,5,31,11,-.651,-.424,-.475,-.423,-.791
2020,5,31,12,-.239,-.0943,-.146,-.325,-.432
2020,5,31,13,-.211,-.043,-.168,-.349,-.378
2020,5,31,15,-.515,-.356,-.455,-.331,-.753
2020,5,31,16,-.0605,.226,-.249,-.252,-.254
2020,5,31,17,-.326,-.226,-.216,-.434,-.472
2020,5,31,18,-.144,.0552,-.062,-.336,-.363
2020,5,31,19,.0057,.0047,-.0655,-.316,-.277
2020,5,31,20,-.112,-.0582,-.0616,-.139,-.374
2020,5,31,21,-.124,.0792,.0623,-.29,-.393
2020,5,31,22,-.208,-.0163,-.148,-.23,-.479
2020,5,31,23,-.444,-.378,-.413,-.57,-.624
2020,5,31,24,-.352,-.232,-.239,-.505,-.507
2020,5,31,25,-.404,-.212,-.151,-.581,-.584
2020,5,31,26,-.281,-.0188,-.15,-.541,-.46
2020,5,31,27,-.25,-.108,-.153,-.334,-.478
2020,5,31,28,.134,.0914,.103,-.286,-.302
2020,5,31,29,-.129,.0565,-.058,-.181,-.403
2020,5,31,30,-.119,.0652,.0876,-.148,-.36
2020,5,31,31,.0538,.11,-.17,-.185,-.129
2020,5,31,32,-.33,-.126,-.238,-.314,-.63
2020,5,31,33,-.208,.0629,.108,-.469,-.474
2020,5,31,34,-.366,-.136,-.108,-.525,-.565
2020,5,31,35,-.254,-.0368,.0764,-.328,-.493
2020,5,31,36,-.431,-.259,-.289,-.504,-.667
2020,5,31,37,-.139,.00345,-.112,-.228,-.406
2020,5,31,38,.0114,.126,-.318,-.2,-.277
2020,5,31,39,-.0888,.19,-.0605,-.394,-.374
2020,5,31,40,-.0529,.145,-.0655,-.184,-.264
2020,5,31,41,-.187,.0548,-.16,-.374,-.461
2020,5,31,42,-.225,-.0676,-.166,-.49,-.507
2020,5,31,44,-.404,-.194,-.206,-.619,-.554
2020,5,31,45,-.0981,.0232,-.106,-.158,-.221
2020,5,31,46,.0846,.0971,.,-.248,-.134
2020,5,31,47,-.132,.0738,-.13,-.206,-.371
2020,5,31,48,-.165,.0227,-.107,-.28,-.351
2020,5,31,49,-.121,.0512,-.16,-.213,-.306
2020,5,31,50,-.333,-.0517,-.169,-.552,-.542
2020,5,31,51,-.25,-.0788,-.167,-.354,-.478
2020,5,31,53,-.332,-.196,-.227,-.419,-.515
2020,5,31,54,.0438,.0845,.0862,.414,-.397
2020,5,31,55,-.195,-.0981,-.0857,-.344,-.422
2020,5,31,56,-.149,.0411,-.0674,-.349,-.274
2020,6,1,1,-.165,-.0641,-.012,-.554,-.345
2020,6,1,2,-.202,.134,-.396,-.0376,-.515
2020,6,1,4,-.127,-.0095,-.0468,-.0876,-.304
2020,6,1,5,.103,.121,-.105,-.116,-.354
2020,6,1,6,-.287,-.165,-.134,-.303,-.579
2020,6,1,8,-.162,-.109,-.174,-.186,-.464
2020,6,1,9,-.244,.133,-.31,-.47,-.442
2020,6,1,10,-.299,-.233,-.134,-.486,-.48
2020,6,1,11,-.634,-.433,-.454,-.373,-.791
2020,6,1,12,-.21,-.0798,-.124,-.235,-.412
2020,6,1,13,-.184,-.0235,-.161,-.237,-.369
2020,6,1,15,-.506,-.341,-.492,-.316,-.749
2020,6,1,16,-.0296,.247,-.225,-.192,-.219
2020,6,1,17,-.308,-.201,-.215,-.393,-.469
2020,6,1,18,-.145,.0537,-.0782,-.329,-.36
2020,6,1,19,.0478,.0257,-.0168,-.201,-.282
2020,6,1,20,-.0916,-.0528,-.0646,-.062,-.34
2020,6,1,21,-.0909,.133,.0346,-.288,-.361
2020,6,1,22,-.19,-.00914,-.161,-.111,-.469
2020,6,1,23,-.4,-.353,-.434,-.493,-.591
2020,6,1,24,-.322,-.192,-.22,-.484,-.488
2020,6,1,25,-.392,-.198,-.209,-.552,-.59
2020,6,1,26,-.26,.0209,-.191,-.477,-.442
2020,6,1,27,-.212,-.102,-.147,-.0991,-.465
2020,6,1,28,.176,.105,.0997,-.21,-.291
2020,6,1,29,-.105,.0871,-.0685,-.074,-.392
2020,6,1,30,-.0983,.0853,.0375,-.0596,-.347
2020,6,1,31,.0914,.125,-.149,-.124,-.127
2020,6,1,32,-.311,-.129,-.224,-.245,-.611
2020,6,1,33,-.154,.109,.129,-.31,-.451
2020,6,1,34,-.345,-.114,-.075,-.486,-.548
2020,6,1,35,-.234,-.0196,.0563,-.307,-.474
2020,6,1,36,-.418,-.252,-.262,-.462,-.668
2020,6,1,37,-.102,.035,-.118,-.106,-.382
2020,6,1,38,.063,.138,-.314,-.0839,-.27
2020,6,1,39,-.0626,.209,-.0605,-.282,-.354
2020,6,1,40,-.0323,.151,-.0705,-.0337,-.26
2020,6,1,41,-.173,.0413,-.171,-.298,-.427
2020,6,1,42,-.2,-.0575,-.169,-.464,-.508
2020,6,1,44,-.376,-.159,-.213,-.562,-.535
2020,6,1,45,-.0631,.0512,-.0936,-.0632,-.211
2020,6,1,46,.167,.123,.,-.178,-.112
2020,6,1,47,-.106,.102,-.129,-.151,-.343
2020,6,1,48,-.128,.0352,-.106,-.0792,-.343
2020,6,1,49,-.111,.0585,-.151,-.19,-.291
2020,6,1,50,-.285,-.0177,-.0936,-.521,-.511
2020,6,1,51,-.216,-.0496,-.172,-.281,-.466
2020,6,1,53,-.293,-.184,-.196,-.217,-.508
2020,6,1,54,.113,.131,.106,.414,-.368
2020,6,1,55,-.165,-.0624,-.0619,-.301,-.401
2020,6,1,56,-.133,.0411,-.0527,-.317,-.275
2020,6,2,1,-.169,-.043,-.022,-.575,-.338
2020,6,2,2,-.219,.131,-.428,.0108,-.518
2020,6,2,4,-.122,.0241,-.0532,-.127,-.309
2020,6,2,5,.0834,.125,-.108,-.155,-.342
2020,6,2,6,-.28,-.151,-.137,-.296,-.572
2020,6,2,8,-.165,-.099,-.191,-.211,-.442
2020,6,2,9,-.232,.15,-.328,-.467,-.441
2020,6,2,10,-.271,-.184,-.103,-.514,-.463
2020,6,2,11,-.609,-.448,-.384,-.348,-.78
2020,6,2,12,-.203,-.0462,-.118,-.261,-.408
2020,6,2,13,-.183,.000858,-.184,-.261,-.364
2020,6,2,15,-.503,-.351,-.544,-.084,-.75
2020,6,2,16,-.0305,.247,-.243,-.208,-.207
2020,6,2,17,-.298,-.155,-.225,-.398,-.466
2020,6,2,18,-.158,.0381,-.0888,-.37,-.365
2020,6,2,19,.00651,.00672,-.0415,-.255,-.279
2020,6,2,20,-.105,-.0562,-.113,-.115,-.338
2020,6,2,21,-.0903,.149,.0231,-.301,-.359
2020,6,2,22,-.177,.0564,-.187,-.116,-.473
2020,6,2,23,-.359,-.314,-.436,-.505,-.562
2020,6,2,24,-.302,-.159,-.211,-.496,-.478
2020,6,2,25,-.381,-.187,-.197,-.579,-.589
2020,6,2,26,-.255,.0218,-.163,-.475,-.436
2020,6,2,27,-.214,-.103,-.158,-.153,-.454
2020,6,2,28,.15,.146,.0595,-.215,-.297
2020,6,2,29,-.113,.105,-.109,-.123,-.391
2020,6,2,30,-.119,.0672,-.116,-.089,-.342
2020,6,2,31,.0567,.123,-.167,-.166,-.121
2020,6,2,32,-.287,-.0438,-.22,-.281,-.593
2020,6,2,33,-.149,.127,.0587,-.339,-.436
2020,6,2,34,-.327,-.051,-.0623,-.481,-.551
2020,6,2,35,-.216,-.0167,.0282,-.195,-.462
2020,6,2,36,-.409,-.225,-.258,-.482,-.672
2020,6,2,37,-.105,.0416,-.135,-.126,-.38
2020,6,2,38,.0211,.0986,-.329,-.111,-.27
2020,6,2,39,-.0633,.233,-.0712,-.283,-.366
2020,6,2,40,-.051,.139,-.0939,-.0661,-.268
2020,6,2,41,-.171,.0443,-.184,-.293,-.406
2020,6,2,42,-.184,-.0426,-.154,-.478,-.513
2020,6,2,44,-.35,-.0901,-.206,-.559,-.524
2020,6,2,45,-.0639,.0641,-.0831,-.106,-.206
2020,6,2,46,.126,.109,.,-.198,-.101
2020,6,2,47,-.103,.121,-.136,-.192,-.331
2020,6,2,48,-.132,.0728,-.11,-.112,-.36
2020,6,2,49,-.114,.047,-.133,-.202,-.282
2020,6,2,50,-.299,-.0547,-.16,-.534,-.504
2020,6,2,51,-.205,-.0241,-.176,-.319,-.457
2020,6,2,53,-.295,-.181,-.179,-.222,-.51
2020,6,2,54,.11,.13,.159,.414,-.361
2020,6,2,55,-.175,-.0669,-.0433,-.344,-.397
2020,6,2,56,-.131,.0326,.00804,-.355,-.265
2020,6,3,1,-.176,-.0414,-.0657,-.572,-.331
2020,6,3,2,-.247,.126,-.426,-.241,-.521
2020,6,3,4,-.134,-.0128,-.0698,-.112,-.326
2020,6,3,5,.0377,.142,-.0873,-.199,-.337
2020,6,3,6,-.282,-.149,-.133,-.332,-.57
2020,6,3,8,-.18,-.106,-.174,-.242,-.441
2020,6,3,9,-.24,.12,-.311,-.509,-.459
2020,6,3,10,-.277,-.165,-.125,-.5,-.465
2020,6,3,11,-.628,-.476,-.45,-.388,-.781
2020,6,3,12,-.214,-.0529,-.123,-.277,-.416
2020,6,3,13,-.178,.0148,-.191,-.258,-.352
2020,6,3,15,-.501,-.347,-.539,-.0304,-.748
2020,6,3,16,-.0389,.224,-.228,-.201,-.205
2020,6,3,17,-.286,-.133,-.207,-.41,-.461
2020,6,3,18,-.172,.0311,-.11,-.369,-.373
2020,6,3,19,-.0337,.00445,-.0668,-.315,-.253
2020,6,3,20,-.116,-.0597,-.112,-.134,-.352
2020,6,3,21,-.101,.174,-.0177,-.351,-.356
2020,6,3,22,-.217,-.0118,-.277,-.168,-.489
2020,6,3,23,-.336,-.292,-.445,-.491,-.559
2020,6,3,24,-.301,-.158,-.2,-.522,-.472
2020,6,3,25,-.38,-.193,-.129,-.616,-.601
2020,6,3,26,-.255,.028,-.169,-.465,-.44
2020,6,3,27,-.214,-.108,-.113,-.215,-.437
2020,6,3,28,.0732,.137,-.00984,-.322,-.304
2020,6,3,29,-.113,.124,-.12,-.126,-.393
2020,6,3,30,-.108,.0843,-.0674,-.118,-.336
2020,6,3,31,.0692,.18,-.201,-.092,-.0718
2020,6,3,32,-.288,-.0201,-.246,-.295,-.578
2020,6,3,33,-.228,.0636,-.0772,-.399,-.454
2020,6,3,34,-.357,-.0598,-.104,-.573,-.562
2020,6,3,35,-.208,-.00795,.028,-.179,-.442
2020,6,3,36,-.42,-.231,-.283,-.5,-.68
2020,6,3,37,-.12,.0401,-.15,-.186,-.374
2020,6,3,38,-.0392,.0485,-.385,-.144,-.262
2020,6,3,39,-.0831,.217,-.0903,-.319,-.378
2020,6,3,40,-.0904,.0945,-.149,-.159,-.294
2020,6,3,41,-.175,.0371,-.191,-.319,-.402
2020,6,3,42,-.198,-.0433,-.166,-.513,-.521
2020,6,3,44,-.344,-.0875,-.208,-.562,-.525
2020,6,3,45,-.0748,.0794,-.122,-.12,-.209
2020,6,3,46,.0785,.132,.,-.267,-.0904
2020,6,3,47,-.102,.14,-.161,-.192,-.322
2020,6,3,48,-.155,.0764,-.104,-.194,-.38
2020,6,3,49,-.132,.029,-.167,-.227,-.281
2020,6,3,50,-.3,-.0704,-.229,-.485,-.524
2020,6,3,51,-.202,-.0154,-.163,-.342,-.444
2020,6,3,53,-.299,-.175,-.15,-.3,-.509
2020,6,3,54,.0857,.143,.0489,.414,-.374
2020,6,3,55,-.181,-.0791,-.0543,-.361,-.405
2020,6,3,56,-.126,.0351,-.00868,-.367,-.272
2020,6,4,1,-.176,-.0384,-.0753,-.535,-.339
2020,6,4,2,-.262,.0937,-.372,-.317,-.531
2020,6,4,4,-.135,-.0206,-.0927,-.095,-.333
2020,6,4,5,.00184,.124,-.145,-.164,-.342
2020,6,4,6,-.283,-.145,-.14,-.322,-.57
2020,6,4,8,-.193,-.121,-.187,-.242,-.448
2020,6,4,9,-.237,.0986,-.319,-.493,-.456
2020,6,4,10,-.248,-.121,-.131,-.472,-.451
2020,6,4,11,-.636,-.5,-.366,-.407,-.79
2020,6,4,12,-.215,-.0784,-.112,-.234,-.424
2020,6,4,13,-.17,.00577,-.189,-.219,-.353
2020,6,4,15,-.506,-.338,-.544,-.193,-.75
2020,6,4,16,-.0399,.196,-.214,-.143,-.204
2020,6,4,17,-.274,-.116,-.203,-.387,-.464
2020,6,4,18,-.167,.0369,-.108,-.331,-.383
2020,6,4,19,-.0469,-.00177,-.0466,-.283,-.265
2020,6,4,20,-.123,-.0711,-.116,-.146,-.35
2020,6,4,21,-.0976,.185,-.0171,-.333,-.355
2020,6,4,22,-.22,-.0156,-.259,-.125,-.511
2020,6,4,23,-.324,-.272,-.432,-.474,-.571
2020,6,4,24,-.291,-.153,-.185,-.506,-.468
2020,6,4,25,-.387,-.203,-.161,-.621,-.609
2020,6,4,26,-.25,.0269,-.136,-.408,-.445
2020,6,4,27,-.183,-.0941,-.102,-.091,-.436
2020,6,4,28,.0437,.123,.0498,-.39,-.313
2020,6,4,29,-.109,.116,-.144,-.0397,-.39
2020,6,4,30,-.117,.0849,-.137,-.0882,-.342
2020,6,4,31,.0548,.182,-.194,-.0542,-.0731
2020,6,4,32,-.277,-.0135,-.257,-.258,-.555
2020,6,4,33,-.226,.0189,-.127,-.355,-.44
2020,6,4,34,-.37,-.105,-.0894,-.59,-.564
2020,6,4,35,-.206,.0136,-.0658,-.179,-.44
2020,6,4,36,-.427,-.259,-.283,-.482,-.686
2020,6,4,37,-.119,.0436,-.145,-.172,-.377
2020,6,4,38,-.0538,.036,-.362,-.151,-.279
2020,6,4,39,-.0943,.182,-.0914,-.269,-.395
2020,6,4,40,-.0903,.0775,-.156,-.0946,-.303
2020,6,4,41,-.183,.0267,-.202,-.318,-.41
2020,6,4,42,-.206,-.0561,-.174,-.479,-.534
2020,6,4,44,-.332,-.0772,-.242,-.51,-.536
2020,6,4,45,-.0707,.0778,-.121,-.0727,-.214
2020,6,4,46,.0668,.141,.,-.258,-.0894
2020,6,4,47,-.0923,.156,-.164,-.163,-.321
2020,6,4,48,-.161,.0443,-.102,-.151,-.403
2020,6,4,49,-.136,.0118,-.176,-.208,-.288
2020,6,4,50,-.288,-.0822,-.294,-.452,-.521
2020,6,4,51,-.198,-.0205,-.178,-.317,-.443
2020,6,4,53,-.307,-.19,-.148,-.311,-.515
2020,6,4,54,.0602,.134,.0209,.414,-.376
2020,6,4,55,-.172,-.0865,-.0461,-.291,-.403
2020,6,4,56,-.13,.0341,-.0598,-.306,-.307
2020,6,5,1,-.203,-.0685,-.17,-.516,-.358
2020,6,5,2,-.287,.0412,-.357,-.313,-.548
2020,6,5,4,-.143,-.0307,-.0927,-.101,-.347
2020,6,5,5,-.0398,.0979,-.146,-.177,-.359
2020,6,5,6,-.289,-.147,-.134,-.329,-.576
2020,6,5,8,-.21,-.14,-.179,-.242,-.46
2020,6,5,9,-.244,.0713,-.282,-.505,-.471
2020,6,5,10,-.218,-.0811,-.0372,-.432,-.451
2020,6,5,11,-.653,-.517,-.393,-.444,-.801
2020,6,5,12,-.224,-.088,-.119,-.224,-.44
2020,6,5,13,-.184,-.0144,-.21,-.227,-.36
2020,6,5,15,-.513,-.367,-.555,-.269,-.745
2020,6,5,16,-.0429,.172,-.171,-.141,-.202
2020,6,5,17,-.284,-.147,-.195,-.37,-.479
2020,6,5,18,-.182,.00322,-.113,-.336,-.405
2020,6,5,19,-.0737,-.0228,-.0378,-.271,-.289
2020,6,5,20,-.132,-.0879,-.133,-.14,-.355
2020,6,5,21,-.116,.152,-.0284,-.332,-.365
2020,6,5,22,-.229,-.0188,-.263,-.134,-.528
2020,6,5,23,-.325,-.262,-.434,-.492,-.577
2020,6,5,24,-.284,-.161,-.153,-.476,-.467
2020,6,5,25,-.396,-.236,-.123,-.623,-.619
2020,6,5,26,-.256,.0339,-.122,-.434,-.463
2020,6,5,27,-.182,-.0859,-.0947,-.142,-.438
2020,6,5,28,-.00597,.0849,.0663,-.459,-.358
2020,6,5,29,-.129,.101,-.176,-.0564,-.398
2020,6,5,30,-.14,.0339,-.149,-.0827,-.351
2020,6,5,31,.0195,.198,-.205,-.115,-.0896
2020,6,5,32,-.283,-.071,-.247,-.261,-.527
2020,6,5,33,-.235,-.0127,-.154,-.346,-.457
2020,6,5,34,-.385,-.131,-.0982,-.587,-.58
2020,6,5,35,-.212,.0116,-.0789,-.181,-.436
2020,6,5,36,-.43,-.268,-.292,-.468,-.69
