zcta,revenue_all_apr2020,revenue_all_jul2020
24528,-.296,-.819
24531,-.461,-.0273
24540,-.107,-.0559
24541,-.113,-.382
24551,-.497,-.331
24572,-.449,-.0175
24592,.386,1.38
24605,-.234,-.143
24701,-.535,.0375
24740,-.392,.111
24901,-.433,.278
24970,-.39,.344
25053,-.373,.488
25064,-.491,-.316
25136,-.206,-.628
25143,-.803,.0569
25177,-.562,-.372
25271,-.299,1.47
25301,-.594,-.294
25302,-.64,.235
25303,-.895,-.513
25304,-.494,-.151
25306,.128,.217
25309,-.689,-.204
25311,.,-.317
25312,-.532,-.161
25313,-.537,-.449
25314,.,-.394
25401,-.447,-.463
25403,-.111,-.555
25404,-.419,-.0911
25405,.185,-.136
25411,-.578,1.47
25414,-.478,-.383
25427,-.425,.188
25428,-.534,-.911
25430,-.891,-.864
25438,-.422,-.202
25443,-.979,-.711
25504,-.507,.397
25526,-.394,-.22
25550,.023,.0811
25601,-.761,1.47
25661,-.316,.569
25701,-.321,.331
25702,-.398,.277
25704,-.439,-.244
25705,-.149,.64
25801,-.457,.0253
25813,-.524,.563
25827,-.0973,-.0465
25832,-.512,-.484
25840,-.703,-.911
25901,-.454,-.426
26003,-.352,-.113
26038,-.777,-.265
26041,-.903,-.392
26055,.101,.156
26059,-.642,-.401
26062,-.601,-.706
26101,-.458,.29
26104,-.459,-.294
26105,-.545,-.0596
26201,-.0245,.253
26241,-.299,.324
26301,-.711,-.249
26330,-.627,-.00452
26354,-.771,-.778
26501,-.701,-.338
26505,-.509,.021
26508,-.389,-.00627
26554,-.598,.0873
26651,-.388,-.163
26726,-.162,.54
26757,-.182,.543
27006,-.861,-.392
27012,-.316,-.0463
27017,-.326,.199
27021,-.108,.18
27023,-.0668,.171
27025,-.403,-.583
27027,-.188,.0035
27028,-.331,-.0282
27030,-.391,.379
27040,-.566,-.0468
27041,-.251,-.161
27045,-.0257,.415
27051,-.257,.0474
27055,-.294,-.0311
27101,-.32,-.211
27103,-.391,.0488
27104,-.426,-.295
27105,-.42,-.168
27106,-.148,.337
27107,-.195,-.143
27109,-.65,.116
27127,-.23,.106
27203,-.403,-.192
27205,-.363,-.542
27214,.386,-.0446
27215,-.411,-.0722
27217,-.319,-.376
27235,-.0164,-.0329
27239,-.218,.0285
27244,-.288,-.334
27249,.26,.144
27253,-.527,-.685
27260,-.334,.0507
27262,-.292,.00598
27263,-.315,-.186
27265,-.347,-.349
27278,-.461,-.238
27282,-.606,-.389
27284,-.13,.123
27288,-.323,-.349
27292,-.228,-.0124
27295,-.274,.21
27298,-.0998,-.466
27301,-.7,-.468
27302,-.457,-.286
27310,-.404,.448
27312,-.497,-.273
27313,-.147,-.193
27317,-.494,-.679
27320,-.239,.027
27330,-.386,.183
27332,-.396,-.223
27344,-.188,.0592
27357,-.0422,-.129
27358,.,-.277
27360,-.253,-.0202
27370,.386,-.25
27371,-.481,.154
27376,-.127,-.345
27377,.0802,-.48
27401,-.433,-.31
27403,-.497,-.095
27405,-.328,.0592
27406,-.147,.0833
27407,-.393,.000792
27408,-.722,-.346
27409,-.393,-.163
27410,-.351,.0535
27455,-.416,-.624
27501,.237,-.0985
27502,-.604,-.329
27504,-.459,-.584
27509,.081,-.0564
27510,-.659,-.805
27511,-.383,-.0675
27513,-.467,-.215
27514,-.541,.1
27516,-.546,-.12
27517,-.84,-.645
27518,-.486,-.176
27519,-.506,.134
27520,-.301,-.219
27522,-.0697,-.121
27523,-.472,.0648
27524,-.573,-.797
27525,-.617,-.531
27526,-.476,-.18
27527,-.553,-.711
27529,-.413,-.0787
27530,-.223,.257
27534,-.461,-.0359
27536,-.52,.0373
27537,-.193,.312
27539,-.188,.0376
27540,-.394,.0788
27542,.0687,-.335
27545,-.492,-.316
27546,-.42,-.514
27549,-.499,-.121
27560,-.731,-.386
27565,-.214,.103
27571,-.454,-.218
27573,-.06,.242
27576,-.249,-.65
27577,-.0321,.407
27583,-.405,-.259
27587,-.421,-.0618
27589,-.748,-.52
27591,-.16,.175
27592,-.182,.248
27596,-.709,-.737
27597,.251,-.0374
27601,-.602,-.118
27603,-.577,-.118
27604,-.291,.0698
27605,-.425,.125
27606,.146,.219
27607,-.48,-.443
27608,-.574,-.0157
27609,-.468,.0391
27610,-.384,-.155
27612,-.733,-.11
27613,-.563,-.255
27614,-.711,-.393
27615,-.583,.0671
27616,-.36,.0386
27617,-.243,.213
27701,-.764,-.523
27703,-.652,-.581
27704,-.815,-.4
27705,-.878,-.519
27707,-.44,-.241
27709,-.955,-.314
27712,-.613,-.323
27713,-.82,-.458
27803,-.348,.205
27804,-.474,.0512
27817,-.174,-.00328
27822,-.0565,.187
27823,-.101,.31
27828,-.352,.058
27834,-.155,.00825
27850,-.448,.176
27858,-.458,-.213
27863,-.376,-.163
27870,-.538,-.229
27886,-.307,-.0883
27889,-.224,.329
27892,-.153,.502
27893,-.301,.105
27896,-.501,-.12
27909,-.0999,-.124
27915,-.777,-.582
27932,.367,-.0276
27944,.0356,.218
27948,-.416,-.071
27949,-.436,.0791
27954,-.134,.516
27959,-.706,.379
28001,-.149,.159
28012,-.308,-.436
28021,.0221,-.581
28023,-.16,.286
28025,-.45,-.0948
28027,-.608,-.314
28031,-.456,-.136
28034,-.462,-.0289
28036,-.716,-.243
28037,-.354,-.235
28043,-.362,.262
28052,-.306,-.0959
28054,-.497,-.029
28056,-.372,-.351
28075,-.391,.103
28078,-.043,.562
28079,-.276,-.208
28081,-.195,.854
28083,-.17,-.194
28086,-.0329,-.00576
28092,-.573,-.0306
28097,-.392,-.469
28098,-.269,-.103
28103,-.203,.214
28104,-.0427,-.206
28105,-.377,.159
28107,.263,-.181
28110,.0668,-.0522
28112,-.225,-.105
28114,.169,.794
28115,-.274,.141
28117,-.333,-.093
28120,-.265,-.0886
28127,-.321,.189
28134,-.491,.0667
28135,.36,.19
28137,-.226,-.315
28138,-.189,-.231
28139,-.84,-.309
28144,-.204,-.124
28146,-.671,-.628
28147,-.417,-.276
28150,-.0271,.627
28152,-.379,-.0775
28160,.313,.812
28164,-.341,-.582
28166,-.0829,.419
28170,-.0119,.601
28173,-.297,-.478
28202,-.517,-.196
28203,-.519,-.114
28204,-.496,.148
28205,-.536,-.194
28206,.0004,-.0755
28207,-.864,.0123
28208,-.532,-.275
28209,-.51,.18
28210,-.539,-.149
28211,-.539,.0269
28212,-.477,-.114
28213,-.421,.434
28214,-.327,1.06
28215,-.135,.53
28216,-.581,.129
28217,-.438,-.184
28226,-.668,-.0541
28227,-.375,.0839
28262,-.979,-.108
28269,-.127,.361
28270,-.372,-.461
28273,-.433,.533
28277,-.644,-.306
28278,-.527,.267
28301,-.179,.582
28303,-.568,.186
28304,-.35,-.245
28305,-.556,-.112
28306,-.275,-.16
28311,-.571,.0121
28312,-.217,.288
28314,-.517,-.0245
28315,-.405,-.168
28320,.259,.632
28326,-.315,-.331
28327,-.447,-.109
28328,-.175,.343
28334,-.128,-.118
28337,-.0547,-.123
28345,-.441,.437
28348,-.519,-.233
28349,-.252,-.225
28352,.135,-.0715
28358,-.243,.193
28360,-.434,-.326
28365,.000667,-.0941
28366,.135,.0674
28372,-.628,-.317
28374,-.271,-.0269
28376,-.296,-.332
28377,-.153,.216
28379,-.287,.999
28384,.147,.2
28387,-.582,-.267
28390,-.0757,-.0311
28394,-.0373,.0941
28398,.0149,-.159
28401,-.483,-.04
28403,-.574,-.198
28405,-.291,-.155
28411,-.252,.217
28412,-.356,-.138
28422,-.662,-.473
28425,.00833,.497
28428,-.521,-.163
28429,-.565,-.498
28431,-.291,.325
28434,.386,.099
28443,.386,1.47
28445,-.234,.942
28450,-.62,-.511
28451,-.468,.113
28458,-.309,-.733
28460,-.384,.277
28461,-.701,-.237
28462,-.42,-.238
28463,-.422,-.212
28465,-.702,-.414
28466,-.161,-.457
28467,-.867,-.352
28468,-.919,.0375
28469,-.657,-.472
28470,-.315,.143
28472,-.32,.179
28480,-.817,-.654
28501,-.358,-.0641
28504,-.142,.0455
28512,-.755,-.132
28513,-.609,-.358
28516,-.423,-.0925
28518,.169,-.116
28532,-.379,-.0371
28540,-.247,.221
28546,-.521,.09
28551,-.518,.0694
28557,-.398,.171
28560,-.337,-.175
28562,-.522,-.159
28570,-.144,.149
28572,-.424,-.261
28584,.177,.672
28590,.,.388
28594,-.487,.501
28601,-.394,-.911
28602,-.297,.746
28604,.0453,.466
28605,-.79,-.85
28607,-.46,-.3
28613,-.275,-.511
28621,-.102,.242
28625,-.297,.459
28630,-.439,-.185
28637,-.347,-.56
28638,-.612,-.23
28640,-.125,.165
28642,-.587,-.613
28645,-.0771,.0456
28650,-.319,-.911
28655,-.735,-.911
28658,-.235,-.911
28659,-.17,.139
28671,-.416,-.911
28675,-.579,1.47
28677,-.169,.257
28681,-.337,.0244
28690,.386,-.911
28694,-.257,.431
28697,-.331,-.115
28704,-.526,-.505
28711,-.661,-.766
28713,-.559,-.00385
28715,-.284,.151
28716,-.152,-.105
28719,-.829,-.134
28721,-.615,-.129
28722,-.794,-.146
28726,-.0843,.102
28732,-.326,.314
28734,-.137,.204
28739,-.0487,-.911
28741,.,-.484
28751,.,-.214
28752,-.521,-.36
28759,-.264,.175
28778,-.525,-.311
28779,-.602,.074
28786,-.353,-.0238
28787,-.621,-.602
28791,-.274,.414
28792,-.336,.194
28801,-.792,-.665
28803,-.724,-.64
28804,-.537,-.336
28805,-.854,-.432
28806,-.382,.0204
28906,-.477,-.142
29006,-.202,-.161
29016,-.719,-.633
29020,-.405,-.635
29033,-.132,-.138
29036,-.407,-.0775
29053,.0244,.388
29054,.0852,-.37
29063,-.256,.291
29070,-.482,-.308
29072,-.516,-.17
29073,-.33,-.0356
29078,-.631,-.399
29108,-.0312,.531
29115,-.167,.0162
29118,-.0406,.274
29142,-.31,-.0834
29150,-.451,.291
29154,-.412,.222
29169,-.401,.00858
29170,-.413,.213
29201,-.322,.422
29203,-.546,-.325
29204,-.447,-.377
29205,-.757,-.315
29206,-.556,.517
29208,-.34,-.138
29209,.0151,.897
29210,-.736,-.262
29212,-.599,-.152
29223,-.587,-.182
29229,-.799,-.167
29301,-.727,-.0498
29302,-.471,-.0376
29303,-.18,.201
29306,-.101,-.315
29307,-.225,.287
29316,-.0307,.37
29323,-.857,.0429
29325,-.517,.119
29333,.,-.0655
29334,-.468,.549
29335,-.288,.376
29340,-.767,-.234
29341,.023,.374
29349,.0354,-.0634
29356,.381,.319
29360,-.0528,-.0346
29369,.386,.837
29379,-.497,-.0994
29388,-.622,.285
29401,-.715,-.202
29403,-.583,-.0388
29405,-.403,-.166
29406,-.226,.485
29407,-.511,-.194
29412,-.338,.594
29414,-.253,.359
29418,-.363,-.259
29420,-.748,-.515
29438,-.979,.028
29439,-.637,-.0106
29440,-.505,-.212
29445,-.137,.0189
29451,-.617,-.176
29455,-.445,.467
29456,-.342,-.0907
29461,-.324,-.0926
29464,-.552,-.132
29466,-.368,-.35
29483,-.419,.341
29485,-.512,.00802
29488,-.292,-.374
29492,-.168,.0897
29501,-.474,.152
29505,-.277,.593
29506,-.974,-.765
29512,.386,1.47
29520,-.0766,-.0783
29526,-.223,.171
29532,.0772,-.765
29536,-.27,-.813
29550,.0173,.153
29560,-.979,-.893
29566,-.297,-.237
29568,-.282,.354
29569,.0349,.149
29572,-.97,-.397
29575,-.702,-.266
29576,-.685,-.0893
29577,-.979,-.14
29579,-.641,.121
29582,-.908,-.303
29585,-.979,-.167
29588,-.444,-.244
29601,-.496,-.47
29605,-.479,-.212
29607,-.317,.327
29609,-.422,-.609
29611,-.535,-.721
29614,-.768,-.645
29615,-.38,-.576
29617,-.424,-.911
29621,-.377,.628
29624,-.399,.135
29625,-.18,.134
29627,.0242,1.07
29630,-.105,1.19
29631,-.682,.295
29640,-.296,.405
29642,-.262,.595
29644,-.302,-.516
29646,-.228,.378
29649,-.558,.164
29650,-.362,.266
29651,-.317,-.085
29657,-.5,.183
29662,-.335,-.364
29669,-.078,.508
29670,-.507,.335
29671,.3,1.06
29673,-.354,-.12
29678,-.347,-.235
29680,-.673,-.821
29681,-.256,-.671
29687,.386,-.466
29690,.0499,-.194
29691,-.48,-.72
29693,-.481,-.307
29697,-.324,.151
29702,-.543,-.152
29706,-.464,-.212
29707,-.105,-.107
29708,-.381,.191
29710,-.0278,.332
29715,-.528,.0342
29720,-.00283,.933
29730,-.101,.472
29732,-.512,-.019
29745,-.472,.0919
29801,-.342,.104
29803,-.345,.0508
29805,-.279,.396
29812,-.554,.896
29829,-.768,.0631
29841,-.506,-.0444
29902,-.282,.986
29906,-.453,-.302
29907,-.103,.102
29909,-.484,-.0678
29910,-.553,.135
29920,-.656,-.344
29926,-.425,.264
29927,-.00233,-.051
29928,-.752,.317
29936,-.0777,-.343
30004,-.328,-.388
30005,-.291,-.204
30008,-.293,-.355
30009,-.512,-.0695
30011,-.374,-.461
30012,-.427,.322
30013,-.177,.0495
30014,-.436,.349
30016,-.227,-.092
30017,-.488,-.0275
30019,-.252,.153
30021,-.248,.0978
30022,-.55,-.206
30024,-.342,-.122
30028,-.0069,-.177
30030,-.691,-.225
30032,-.641,-.358
30033,-.342,-.356
30034,-.979,.537
30035,-.654,.472
30038,-.979,-.0829
30039,-.659,.0153
30040,-.199,-.129
30041,-.341,-.162
30043,-.406,.305
30044,-.242,.322
30045,-.498,.0637
30046,-.424,.0491
30047,-.503,.0153
30052,-.217,-.0198
30058,-.554,.0804
30060,-.257,.212
30062,-.314,.0264
30064,-.641,-.318
30066,-.466,-.19
30067,-.609,-.414
30068,-.735,-.352
30071,-.311,.365
30075,-.297,-.0783
30076,-.363,.0362
30078,-.469,-.105
30080,-.566,-.648
30082,-.341,-.0489
30083,-.19,.702
30084,-.31,.23
30087,.386,.0159
30088,-.699,.118
30092,-.51,-.224
30093,-.336,.0953
30094,-.638,-.00475
30096,-.501,-.178
30097,-.445,-.0582
30101,-.599,-.417
30102,.073,.415
30103,-.117,-.11
30106,-.792,-.236
30108,-.226,-.155
30110,-.528,-.251
30114,-.465,.0297
30115,-.584,-.299
30116,.312,1.47
30117,-.556,.0353
30120,-.456,-.15
30121,-.346,-.348
30122,-.37,.218
30125,-.288,.555
30126,-.292,.176
30127,-.519,-.0919
30132,-.344,.159
30134,-.456,.0559
30135,-.533,.0556
30141,-.282,.722
30143,-.209,-.0202
30144,-.483,1.11
30152,-.659,-.419
30153,-.417,-.274
30157,-.0452,.771
30161,-.551,.289
30165,-.458,.0478
30168,-.43,-.23
30180,-.551,-.146
30188,-.288,.061
30189,-.372,.262
30213,.00563,.31
30214,-.354,.0886
30215,-.479,.111
30220,.0282,.478
30223,-.593,.235
30224,-.818,.335
30228,-.187,.169
30236,-.474,.376
30240,-.159,.826
30241,-.478,.757
30248,-.275,-.022
30252,-.346,-.291
30253,-.171,.298
30260,-.818,-.0253
30263,-.0268,.285
30265,-.425,-.294
30268,-.513,.206
30269,-.515,-.233
30274,-.413,-.507
30277,-.163,-.212
30281,-.424,.0765
30288,-.573,.882
30290,-.649,-.0126
30291,-.493,.538
30294,-.979,-.911
30297,-.297,-.517
30303,-.649,-.092
30305,-.569,-.287
30306,-.709,-.226
30307,-.746,-.0936
30308,-.591,-.165
30309,-.402,.121
30310,-.616,.747
30311,-.412,.475
30312,-.769,-.521
30313,-.841,-.565
30314,-.654,-.241
30315,-.38,-.227
30316,-.653,-.366
30318,-.188,.227
30319,-.68,-.399
30324,-.585,-.244
30326,-.674,-.182
30327,-.57,-.14
30328,-.317,-.275
30329,-.565,-.133
30331,-.321,.251
30334,-.527,-.158
30336,-.543,-.122
30337,-.901,-.684
30338,-.4,.545
30339,-.423,-.17
30340,-.579,.0393
30341,-.367,.0728
30342,-.706,-.274
30344,-.604,-.261
30345,-.733,-.1
30346,-.979,-.298
30349,-.545,-.22
30350,-.638,-.437
30354,-.031,.681
30360,-.0763,.47
30363,-.162,-.394
30401,.386,1.47
30436,-.654,-.897
30458,-.383,.456
30460,-.744,.0314
30461,-.756,-.149
30474,-.822,-.687
30501,.0623,.13
30504,-.442,-.214
30506,-.0756,-.305
30507,-.487,-.208
30512,-.34,.0262
30513,-.885,.514
30517,-.567,.361
30518,-.404,-.23
30519,-.826,-.0385
30521,.0162,-.345
30523,-.224,-.194
30525,-.404,.419
30527,-.399,-.332
30528,.0597,.679
30529,-.468,.668
30531,-.595,.66
30533,-.693,-.336
30534,-.00893,-.213
30535,-.625,-.0488
30542,-.401,-.289
30543,-.291,.679
30545,-.454,.257
30548,-.226,.872
30549,-.415,.276
30566,-.0866,-.0858
30567,.221,.548
30577,-.167,1.26
30601,-.605,.0513
30605,-.597,-.512
30606,-.346,.243
30607,-.424,.253
30620,-.695,-.281
30622,-.24,.014
30635,-.503,.573
30650,-.428,-.255
30655,-.196,.194
30662,-.521,-.664
30677,-.457,-.0286
30680,-.382,-.0807
30701,-.338,-.126
30707,-.237,.415
30720,-.321,-.114
30721,-.431,-.172
30728,-.28,.159
30736,-.656,-.186
30741,-.0427,-.198
30742,-.702,-.483
30747,.0891,.401
30755,-.239,.241
30809,-.884,.275
30813,-.453,-.164
30815,.0538,.331
30824,-.484,.543
30830,-.118,-.127
30901,-.437,-.05
30904,-.522,.144
30906,-.318,.106
30907,-.621,.0433
30909,-.65,.478
31005,-.516,-.236
31008,-.265,.255
31014,.184,-.911
31015,-.639,-.321
31021,.0378,1.04
31027,.162,1.47
31028,.,.696
31029,-.83,-.0732
31030,-.26,.666
31036,-.257,1.47
31061,-.584,-.194
31069,-.453,.503
31082,-.59,-.136
31088,-.497,-.00862
31093,-.288,.373
31201,-.467,.126
31204,-.426,.326
31206,-.398,.355
31210,-.574,.296
31211,-.345,-.0074
31216,-.183,.39
31217,-.689,.268
31220,-.474,-.0463
31305,-.503,-.911
31308,-.317,1.47
31313,-.501,.2
31320,-.43,.576
31322,-.534,.157
31324,-.122,1.47
31326,-.381,.23
31328,-.979,-.324
31329,-.437,-.227
31401,-.87,-.229
31404,-.34,-.0896
31405,-.4,-.112
31406,-.483,.109
31407,.0753,.678
31408,-.0673,.949
31410,-.737,.0527
31415,.334,1.47
31419,-.551,-.076
31501,-.879,.14
31503,-.319,.441
31516,.134,.483
31520,-.423,.4
31522,-.753,.139
31523,-.68,.0587
31525,-.42,.101
31527,-.918,.143
31533,-.443,.342
31535,-.371,-.212
31545,-.425,.158
31546,.0188,.726
31548,-.334,.235
31558,-.48,.295
31601,-.192,.505
31602,-.604,-.00496
31605,-.155,-.141
31620,-.567,.012
31636,-.514,-.251
31698,-.939,-.272
31701,-.212,.302
31705,-.243,1.2
31707,-.953,.0768
31709,-.784,-.469
31719,-.0188,.0604
31757,.0354,-.106
31763,-.359,.447
31768,-.0933,-.347
31779,-.438,-.697
31792,-.518,.013
31793,-.398,.977
31794,-.541,-.0128
31804,.117,-.187
31816,-.467,1.47
31833,-.279,.783
31901,-.355,.517
31903,-.918,-.665
31904,-.597,-.141
31906,-.353,-.00753
31907,-.713,.441
31909,-.901,-.197
32003,-.62,.121
32008,-.272,.207
32011,-.357,-.3
32024,-.093,.21
32025,-.265,.289
32034,-.585,.48
32043,-.213,.545
32055,-.464,.525
32060,.0419,.0164
32064,-.201,.00965
32065,-.156,.138
32068,-.0587,.638
32073,-.575,.172
32080,-.853,-.0279
32081,-.0968,.0769
32082,-.768,.407
32084,-.627,.186
32086,-.596,-.0901
32092,-.579,-.301
32095,-.295,-.0352
32097,-.447,.0043
32110,-.515,.029
32114,-.404,.0264
32117,-.26,-.105
32118,-.569,-.344
32119,-.451,.0098
32127,-.721,-.494
32128,-.792,.0593
32129,-.717,-.0523
32132,-.519,.105
32136,-.23,.409
32137,-.168,.357
32148,-.23,.402
32159,-.378,.173
32162,-.858,-.258
32164,-.646,-.194
32168,-.531,-.0885
32169,-.773,-.0332
32174,-.329,.221
32176,-.881,-.201
32177,-.185,.257
32180,-.836,-.274
32202,-.979,.0958
32204,-.0421,.0757
32205,-.261,.0252
32206,.0273,.192
32207,-.395,.138
32208,-.207,.611
32209,.198,.771
32210,-.32,-.0825
32211,-.0727,.0113
32216,-.201,.381
32217,-.406,.486
32218,-.526,-.0832
32219,-.347,-.137
32220,-.349,-.213
32221,.386,.649
32223,-.48,-.131
32224,-.541,.0793
32225,-.478,.23
32226,-.351,.0424
32233,-.75,-.419
32244,-.462,-.0909
32246,-.299,.173
32250,-.504,.0004
32254,-.257,-.441
32256,-.387,-.0914
32257,-.0959,.428
32258,-.617,-.524
32259,-.514,.0079
32301,-.68,-.15
32303,-.222,.52
32304,-.108,-.0338
32305,.386,.201
32308,-.494,-.317
32309,-.319,-.207
32310,.373,-.0495
32311,-.46,.298
32312,-.69,-.422
32317,-.0271,.978
32320,-.923,1.31
32328,-.769,1.47
32333,.00357,.221
32347,-.887,1.39
32348,-.575,1.47
32351,-.023,.273
32401,-.344,.635
32404,.0334,1.22
32405,-.456,.612
32407,-.422,.822
32408,-.821,.84
32413,-.365,1.23
32428,-.588,-.472
32435,.075,1.33
32439,.386,.657
32444,-.417,.63
32446,.386,-.911
32459,-.347,.191
32461,-.608,.45
32501,-.301,-.0133
32502,-.467,.298
32503,-.245,-.0994
32504,-.643,.151
32505,-.295,-.159
32506,-.686,-.31
32507,-.198,.39
32514,-.515,-.112
32526,-.358,-.166
32531,.0871,.996
32533,-.343,.155
32534,-.223,.311
32536,-.315,.0909
32539,-.378,.469
32541,-.872,.0363
32547,-.291,.176
32548,-.324,.341
32550,-.553,.192
32561,-.903,-.446
32563,-.757,-.368
32566,-.371,.288
32569,-.649,-.218
32570,-.347,.207
32571,-.464,-.321
32578,-.588,.00841
32579,-.0745,.109
32583,-.336,.358
32601,-.166,-.668
32605,-.579,.213
32606,-.642,-.19
32607,-.748,-.212
32608,-.713,-.373
32609,-.684,.0209
32615,-.609,-.273
32626,-.348,.418
32641,-.193,.496
32643,-.661,-.206
32653,-.0362,.621
32656,-.0799,.595
32669,-.201,.216
32696,-.31,.911
32701,-.602,.0309
32703,-.39,-.0798
32707,-.615,-.303
32708,-.611,-.0414
32712,-.695,.0658
32713,-.221,-.217
32714,-.373,.128
32720,-.564,-.192
32724,-.24,.378
32725,-.534,.003
32726,-.307,.22
32730,-.533,.0642
32738,-.757,-.299
32746,-.55,-.212
32750,-.033,.29
32751,-.0359,.0223
32757,-.454,.164
32763,-.358,-.0452
32765,-.555,-.16
32771,-.243,-.0725
32773,-.46,-.11
32776,-.479,.436
32778,-.539,-.0808
32779,-.39,-.175
32780,-.303,-.103
32789,-.92,.0697
32792,-.615,-.15
32796,-.158,.577
32801,-.614,-.249
32803,-.526,-.192
32804,-.335,-.076
32805,-.293,.253
32806,-.535,-.201
32807,-.64,-.454
32808,.01,.214
32809,-.688,-.15
32810,.0685,.0712
32811,-.777,-.567
32812,-.525,-.247
32814,-.608,.449
32817,-.654,-.237
32818,-.564,.421
32819,-.806,-.368
32821,-.202,-.107
32822,-.44,.039
32824,-.361,.0726
32825,-.535,.0657
32826,-.378,-.134
32827,-.674,-.401
32828,-.647,-.381
32829,-.333,.228
32832,-.864,-.359
32835,-.545,-.262
32836,-.756,-.527
32837,-.812,-.42
32839,-.4,.117
32901,-.359,-.0655
32903,-.303,-.256
32904,-.47,-.295
32905,-.192,.131
32907,-.446,.159
32920,-.871,-.721
32922,-.649,-.342
32926,.386,.594
32927,-.475,-.153
32931,-.888,-.568
32934,-.151,.341
32935,-.264,.241
32937,-.236,-.458
32940,-.526,-.466
32951,-.499,-.199
32952,-.452,.084
32953,-.412,-.213
32955,-.286,-.0875
32958,-.487,.262
32960,-.49,.275
32962,-.415,.0086
32963,-.769,-.0263
32966,-.531,.743
32967,-.378,.509
32968,-.384,.158
32976,-.286,.602
33004,-.681,-.421
33009,.154,.172
33010,-.364,.495
33012,-.623,-.106
33013,-.104,.965
33014,-.522,.0498
33015,-.571,-.241
33016,-.328,.101
33018,-.686,-.437
33019,-.787,-.181
33020,-.534,.325
33021,-.424,.0332
33023,-.376,.0815
33024,-.246,.339
33025,-.5,.029
33026,-.547,-.193
33027,-.483,-.235
33029,-.629,.0602
33030,-.398,.082
33032,.386,.976
33033,-.756,-.353
33034,-.665,-.25
33035,.,-.911
33036,-.88,-.536
33037,-.645,-.311
33040,-.797,-.452
33050,-.839,-.658
33054,-.549,-.0674
33055,.049,.661
33056,-.654,-.0387
33060,-.311,.464
33062,-.659,-.25
33063,-.446,.0337
33064,-.299,.0212
33065,-.478,.0272
33067,-.488,.0915
33068,-.551,.212
33069,-.61,-.187
33070,-.751,-.274
33071,-.772,.0249
33073,-.678,-.268
33076,-.574,-.445
33122,-.464,.136
33125,-.386,.0407
33126,-.648,-.381
33127,-.752,-.441
33129,.0923,-.635
33130,-.512,.148
33131,-.361,.53
33132,-.654,-.265
33133,-.51,-.202
33134,-.873,-.669
33135,-.4,.133
33136,-.542,-.144
33137,-.338,.65
33138,-.0527,.267
33139,-.884,-.56
33140,-.617,-.256
33141,-.677,-.294
33142,-.333,.415
33143,-.584,-.217
33144,-.657,-.123
33145,-.236,.442
33146,-.467,-.262
33149,-.443,-.0163
33150,-.0704,.138
33154,.,.468
33155,-.503,.216
33156,-.48,-.0965
33157,-.441,-.027
33160,-.757,-.292
33161,-.363,.0693
33162,-.3,.352
33165,-.37,-.0889
33166,-.292,.919
33168,-.559,.249
33169,-.574,.127
33170,-.237,-.139
33172,-.621,-.0131
33173,-.452,.124
33174,-.189,.255
33175,-.539,-.0383
33176,-.522,-.212
33177,-.559,-.105
33178,-.332,-.142
33179,-.546,.126
33180,-.551,.157
33181,-.398,.0301
33183,-.499,-.146
33184,-.616,-.0515
33185,-.309,.217
33186,-.354,-.331
33187,-.261,-.475
33189,-.763,.228
33193,-.549,-.359
33196,-.348,.102
33301,-.794,.165
33304,-.742,-.0111
33305,-.63,-.288
33306,-.979,-.47
33308,-.724,-.31
33309,-.0263,.131
33311,-.427,1.22
33312,-.739,-.0125
33313,-.462,-.0682
33314,-.23,.205
33315,-.444,.0687
33316,-.515,-.229
33317,-.73,-.336
33319,-.259,.14
33321,-.533,-.0845
33322,-.455,-.18
33323,-.254,.645
33324,-.552,.135
33325,-.354,-.0773
33326,-.362,-.0206
33328,-.434,-.197
33330,.0156,.343
33331,-.636,-.364
33334,-.729,-.365
33351,-.659,-.0617
33401,-.478,-.31
33403,-.396,-.12
33404,-.363,-.224
33405,-.0993,.252
33406,-.668,-.205
33407,-.445,-.0959
33408,-.619,-.357
33409,-.373,-.206
33410,-.671,.548
33411,-.387,-.0261
33412,.,.57
33413,-.508,1.13
33414,-.584,-.145
33415,-.524,-.163
33417,-.0693,.000225
33418,-.692,.133
33426,-.488,-.0175
33428,-.149,-.405
33431,-.708,-.205
33432,-.451,-.0174
33433,-.477,.274
33434,-.543,-.0892
33435,-.563,-.214
33436,-.433,-.351
33437,-.714,-.408
33441,-.512,-.435
33442,-.51,.0479
33444,-.505,-.226
33445,-.492,-.138
33446,-.749,-.368
33455,-.0751,.271
33458,-.149,.278
33460,-.62,-.289
33461,-.544,-.269
33462,-.734,-.176
33463,-.243,.74
33467,-.49,.0002
33469,-.694,-.0913
33470,-.506,-.174
33472,-.783,-.252
33477,-.59,-.465
33478,-.349,-.18
33483,-.809,-.372
33484,-.605,.0665
33486,-.426,-.0558
33487,-.522,.117
33496,-.8,-.398
33498,-.76,-.0394
33510,-.304,.303
33511,-.364,.274
33513,-.0784,.287
33523,-.386,.165
33525,-.488,.0127
33527,-.578,-.396
33534,-.796,-.586
33541,-.482,.0722
33542,-.64,-.491
33543,-.316,.177
33544,-.349,-.133
33545,-.601,-.0578
33547,-.399,-.0221
33548,-.731,-.433
33549,-.453,-.245
33556,-.346,.0761
33558,-.543,.0178
33559,-.585,-.124
33563,-.105,-.177
33566,-.486,-.353
33567,-.203,-.271
