year,month,day_endofweek,cityid,initclaims_count_regular,initclaims_rate_regular
2020,1,4,8,1827,.161
2020,1,4,15,607,.087
2020,1,4,18,453,.0919
2020,1,4,25,682,.148
2020,1,4,37,545,.15
2020,1,4,46,845,.138
2020,1,4,48,1091,.242
2020,1,4,49,409,.161
2020,1,11,1,13268,.259
2020,1,11,2,22479,.562
2020,1,11,3,4980,.192
2020,1,11,6,3365,.212
2020,1,11,8,2187,.193
2020,1,11,9,1889,.146
2020,1,11,12,1532,.145
2020,1,11,14,3306,.458
2020,1,11,15,586,.084
2020,1,11,18,595,.121
2020,1,11,21,955,.164
2020,1,11,25,622,.135
2020,1,11,27,846,.21
2020,1,11,29,706,.17
2020,1,11,31,1609,.345
2020,1,11,34,3287,.729
2020,1,11,35,2235,.314
2020,1,11,36,1510,.271
2020,1,11,37,1697,.467
2020,1,11,41,1624,.192
2020,1,11,46,991,.161
2020,1,11,47,2967,.759
2020,1,11,48,1104,.245
2020,1,11,49,409,.161
2020,1,18,1,16551,.323
2020,1,18,2,17185,.429
2020,1,18,3,5805,.224
2020,1,18,6,4198,.264
2020,1,18,8,2051,.181
2020,1,18,9,1726,.134
2020,1,18,12,1912,.181
2020,1,18,14,2034,.282
2020,1,18,15,551,.079
2020,1,18,18,470,.0953
2020,1,18,21,1191,.204
2020,1,18,25,499,.108
2020,1,18,27,657,.163
2020,1,18,29,594,.143
2020,1,18,31,1146,.245
2020,1,18,34,4100,.91
2020,1,18,35,2788,.391
2020,1,18,36,686,.123
2020,1,18,37,399,.11
2020,1,18,41,2025,.24
2020,1,18,46,853,.139
2020,1,18,47,3701,.947
2020,1,18,48,777,.172
2020,1,18,49,356,.14
2020,1,25,1,11635,.227
2020,1,25,2,14484,.362
2020,1,25,3,3827,.147
2020,1,25,6,2951,.186
2020,1,25,8,1773,.157
2020,1,25,9,1616,.125
2020,1,25,12,1344,.128
2020,1,25,14,1676,.232
2020,1,25,15,470,.0674
2020,1,25,18,422,.0856
2020,1,25,21,837,.144
2020,1,25,25,473,.103
2020,1,25,27,548,.136
2020,1,25,29,534,.129
2020,1,25,31,953,.204
2020,1,25,34,2882,.639
2020,1,25,35,1960,.275
2020,1,25,36,442,.0794
2020,1,25,37,434,.119
2020,1,25,41,1424,.169
2020,1,25,46,732,.119
2020,1,25,47,2602,.666
2020,1,25,48,650,.144
2020,1,25,49,235,.0924
2020,2,1,1,11090,.217
2020,2,1,2,15952,.399
2020,2,1,3,3663,.141
2020,2,1,5,1319,.0571
2020,2,1,6,2813,.177
2020,2,1,8,1949,.172
2020,2,1,9,1408,.109
2020,2,1,12,1281,.122
2020,2,1,14,1994,.276
2020,2,1,15,552,.0791
2020,2,1,18,422,.0856
2020,2,1,21,798,.137
2020,2,1,25,599,.13
2020,2,1,27,559,.139
2020,2,1,29,539,.13
2020,2,1,31,826,.177
2020,2,1,33,277,.0555
2020,2,1,34,2747,.609
2020,2,1,35,1868,.262
2020,2,1,36,437,.0785
2020,2,1,37,384,.106
2020,2,1,41,1357,.161
2020,2,1,46,721,.117
2020,2,1,47,2480,.634
2020,2,1,48,750,.166
2020,2,1,49,281,.111
2020,2,8,1,10890,.213
2020,2,8,2,13946,.349
2020,2,8,3,3324,.128
2020,2,8,5,1312,.0568
2020,2,8,6,2604,.164
2020,2,8,8,2445,.216
2020,2,8,9,1644,.127
2020,2,8,12,1235,.117
2020,2,8,14,1580,.219
2020,2,8,15,492,.0705
2020,2,8,18,412,.0836
2020,2,8,21,831,.143
2020,2,8,25,500,.108
2020,2,8,27,529,.131
2020,2,8,29,508,.122
2020,2,8,31,894,.191
2020,2,8,33,260,.0521
2020,2,8,34,1984,.44
2020,2,8,35,1569,.22
2020,2,8,36,551,.0989
2020,2,8,37,311,.0855
2020,2,8,41,1291,.153
2020,2,8,46,682,.111
2020,2,8,47,1835,.469
2020,2,8,48,736,.163
2020,2,8,49,236,.0928
2020,2,15,1,11714,.229
2020,2,15,2,13317,.333
2020,2,15,3,2731,.105
2020,2,15,5,1279,.0554
2020,2,15,6,2801,.176
2020,2,15,8,2297,.203
2020,2,15,9,1490,.115
2020,2,15,12,1329,.126
2020,2,15,14,1488,.206
2020,2,15,15,456,.0654
2020,2,15,18,387,.0785
2020,2,15,21,894,.153
2020,2,15,25,725,.157
2020,2,15,27,507,.126
2020,2,15,29,473,.114
2020,2,15,31,942,.202
2020,2,15,33,226,.0453
2020,2,15,34,2134,.473
2020,2,15,35,1687,.237
2020,2,15,36,620,.111
2020,2,15,37,281,.0773
2020,2,15,41,1389,.164
2020,2,15,46,645,.105
2020,2,15,47,1973,.505
2020,2,15,48,804,.178
2020,2,15,49,207,.0814
2020,2,22,1,9431,.184
2020,2,22,2,13141,.329
2020,2,22,3,4009,.155
2020,2,22,5,1074,.0465
2020,2,22,6,2255,.142
2020,2,22,8,1810,.16
2020,2,22,9,1357,.105
2020,2,22,12,1070,.102
2020,2,22,14,1383,.192
2020,2,22,15,441,.0632
2020,2,22,18,351,.0712
2020,2,22,21,720,.123
2020,2,22,25,489,.106
2020,2,22,27,452,.112
2020,2,22,29,422,.102
2020,2,22,31,810,.173
2020,2,22,33,226,.0453
2020,2,22,34,1718,.381
2020,2,22,35,1358,.191
2020,2,22,36,497,.0892
2020,2,22,37,302,.0831
2020,2,22,41,1118,.132
2020,2,22,46,528,.0859
2020,2,22,47,1589,.406
2020,2,22,48,672,.149
2020,2,22,49,149,.0586
2020,2,29,1,11237,.219
2020,2,29,2,28996,.726
2020,2,29,3,3048,.117
2020,2,29,5,1003,.0434
2020,2,29,6,2687,.169
2020,2,29,8,2139,.189
2020,2,29,9,1400,.108
2020,2,29,12,1275,.121
2020,2,29,14,1319,.183
2020,2,29,15,415,.0595
2020,2,29,18,329,.0667
2020,2,29,21,858,.147
2020,2,29,25,588,.128
2020,2,29,27,401,.0995
2020,2,29,29,452,.109
2020,2,29,31,802,.172
2020,2,29,33,218,.0437
2020,2,29,34,2047,.454
2020,2,29,35,1619,.227
2020,2,29,36,547,.0982
2020,2,29,37,286,.0787
2020,2,29,41,1332,.158
2020,2,29,46,608,.0989
2020,2,29,47,1893,.484
2020,2,29,48,710,.158
2020,2,29,49,132,.0519
2020,3,7,1,8820,.172
2020,3,7,2,2595,.0644
2020,3,7,3,3027,.117
2020,3,7,5,1090,.0472
2020,3,7,6,2937,.185
2020,3,7,8,2106,.186
2020,3,7,9,1837,.142
2020,3,7,12,1440,.137
2020,3,7,14,667,.0924
2020,3,7,15,502,.072
2020,3,7,18,303,.0615
2020,3,7,21,849,.146
2020,3,7,23,378,.13
2020,3,7,25,1201,.26
2020,3,7,27,111,.0277
2020,3,7,28,273,.0648
2020,3,7,29,471,.114
2020,3,7,31,914,.196
2020,3,7,33,260,.0521
2020,3,7,34,646,.143
2020,3,7,35,1234,.173
2020,3,7,36,369,.0662
2020,3,7,37,296,.0814
2020,3,7,41,1360,.161
2020,3,7,46,661,.108
2020,3,7,47,526,.135
2020,3,7,48,866,.192
2020,3,7,49,124,.0488
2020,3,7,52,269,.0785
2020,3,14,1,11711,.229
2020,3,14,2,2639,.0655
2020,3,14,3,3922,.151
2020,3,14,5,1266,.0548
2020,3,14,6,3900,.245
2020,3,14,8,6070,.536
2020,3,14,9,5834,.452
2020,3,14,12,1911,.181
2020,3,14,14,842,.117
2020,3,14,15,674,.0966
2020,3,14,18,428,.0868
2020,3,14,21,1127,.193
2020,3,14,23,746,.257
2020,3,14,25,17546,3.8
2020,3,14,27,126,.0313
2020,3,14,28,611,.145
2020,3,14,29,1213,.292
2020,3,14,31,751,.161
2020,3,14,33,259,.0519
2020,3,14,34,858,.19
2020,3,14,35,1638,.23
2020,3,14,36,440,.0789
2020,3,14,37,456,.125
2020,3,14,41,1806,.214
2020,3,14,46,919,.15
2020,3,14,47,698,.179
2020,3,14,48,1108,.246
2020,3,14,49,172,.0677
2020,3,14,52,328,.0957
2020,3,21,1,37882,.74
2020,3,21,2,14792,.367
2020,3,21,3,43959,1.69
2020,3,21,5,13342,.577
2020,3,21,6,12614,.793
2020,3,21,8,78983,6.98
2020,3,21,9,37296,2.89
2020,3,21,12,6183,.587
2020,3,21,14,19803,2.74
2020,3,21,15,23527,3.37
2020,3,21,18,10204,2.07
2020,3,21,21,3646,.625
2020,3,21,23,5392,1.85
2020,3,21,25,18089,3.92
2020,3,21,27,2217,.551
2020,3,21,28,4841,1.15
2020,3,21,29,14462,3.49
2020,3,21,31,836,.179
2020,3,21,33,2966,.595
2020,3,21,34,2774,.615
2020,3,21,35,5299,.744
2020,3,21,36,980,.176
2020,3,21,37,6111,1.68
2020,3,21,40,6628,2.21
2020,3,21,41,5840,.692
2020,3,21,46,24883,4.05
2020,3,21,47,2259,.578
2020,3,21,48,4837,1.07
2020,3,21,49,4201,1.65
2020,3,21,52,2869,.837
2020,3,28,1,215160,4.2
2020,3,28,2,67784,1.68
2020,3,28,3,64378,2.48
2020,3,28,5,37486,1.62
2020,3,28,6,71645,4.5
2020,3,28,8,58935,5.21
2020,3,28,9,44613,3.46
2020,3,28,12,35115,3.33
2020,3,28,14,13037,1.81
2020,3,28,15,23295,3.34
2020,3,28,18,13678,2.77
2020,3,28,21,20707,3.55
2020,3,28,23,8685,2.99
2020,3,28,25,16377,3.55
2020,3,28,27,5116,1.27
2020,3,28,28,12576,2.98
2020,3,28,29,15869,3.82
2020,3,28,31,9665,2.07
2020,3,28,33,7262,1.46
2020,3,28,34,15754,3.5
2020,3,28,35,30095,4.22
2020,3,28,36,10806,1.94
2020,3,28,37,10139,2.79
2020,3,28,40,7980,2.66
2020,3,28,41,33172,3.93
2020,3,28,46,25773,4.19
2020,3,28,47,12832,3.28
2020,3,28,48,27020,6
2020,3,28,49,7072,2.78
2020,3,28,52,9801,2.86
2020,4,4,1,186797,3.65
2020,4,4,2,147658,3.63
2020,4,4,3,70130,2.7
2020,4,4,5,48037,2.08
2020,4,4,6,62201,3.91
2020,4,4,8,64889,5.73
2020,4,4,9,47233,3.66
2020,4,4,12,30486,2.89
2020,4,4,14,18536,2.57
2020,4,4,15,23327,3.34
2020,4,4,18,13802,2.8
2020,4,4,21,17977,3.08
2020,4,4,23,10691,3.68
2020,4,4,25,12187,2.64
2020,4,4,27,5317,1.32
2020,4,4,28,11606,2.75
2020,4,4,29,15329,3.69
2020,4,4,31,16417,3.52
2020,4,4,33,10203,2.05
2020,4,4,34,13678,3.03
2020,4,4,35,26128,3.67
2020,4,4,36,31502,5.66
2020,4,4,37,9053,2.49
2020,4,4,40,8795,2.94
2020,4,4,41,28799,3.41
2020,4,4,46,22968,3.74
2020,4,4,47,11141,2.85
2020,4,4,48,30958,6.87
2020,4,4,49,5204,2.05
2020,4,4,52,8444,2.46
2020,4,11,1,246235,4.81
2020,4,11,2,184525,4.53
2020,4,11,3,73839,2.85
2020,4,11,5,32365,1.4
2020,4,11,6,73319,4.61
2020,4,11,8,47949,4.24
2020,4,11,9,39796,3.08
2020,4,11,12,36111,3.43
2020,4,11,14,13615,1.89
2020,4,11,15,17688,2.54
2020,4,11,18,15551,3.15
2020,4,11,21,20660,3.54
2020,4,11,23,6150,2.12
2020,4,11,25,9378,2.03
2020,4,11,27,5953,1.48
2020,4,11,28,8229,1.95
2020,4,11,29,9974,2.4
2020,4,11,31,15288,3.27
2020,4,11,33,6800,1.36
2020,4,11,34,16260,3.61
2020,4,11,35,30627,4.3
2020,4,11,36,53931,9.68
2020,4,11,37,10604,2.92
2020,4,11,40,5101,1.7
2020,4,11,41,35902,4.25
2020,4,11,46,15154,2.47
2020,4,11,47,14631,3.74
2020,4,11,48,21548,4.78
2020,4,11,49,2857,1.12
2020,4,11,52,5737,1.67
2020,4,18,1,198484,3.88
2020,4,18,2,103165,2.54
2020,4,18,3,62410,2.41
2020,4,18,5,23169,1
2020,4,18,6,59101,3.72
2020,4,18,8,31495,2.78
2020,4,18,9,24461,1.9
2020,4,18,12,29108,2.76
2020,4,18,14,8188,1.13
2020,4,18,15,12284,1.76
2020,4,18,18,10665,2.16
2020,4,18,21,16654,2.86
2020,4,18,23,4894,1.68
2020,4,18,25,8219,1.78
2020,4,18,27,5323,1.32
2020,4,18,28,5771,1.37
2020,4,18,29,8639,2.08
2020,4,18,31,10451,2.24
2020,4,18,33,4871,.977
2020,4,18,34,13107,2.91
2020,4,18,35,24688,3.47
2020,4,18,36,41683,7.48
2020,4,18,37,5926,1.63
2020,4,18,40,3342,1.12
2020,4,18,41,28940,3.43
2020,4,18,46,10728,1.75
2020,4,18,47,11794,3.02
2020,4,18,48,16790,3.73
2020,4,18,49,1985,.781
2020,4,18,52,4034,1.18
2020,4,25,1,122218,2.39
2020,4,25,2,109028,2.68
2020,4,25,3,53141,2.05
2020,4,25,5,15962,.691
2020,4,25,6,36392,2.29
2020,4,25,8,35896,3.17
2020,4,25,9,40088,3.11
2020,4,25,12,17924,1.7
2020,4,25,14,5524,.765
2020,4,25,15,10389,1.49
2020,4,25,18,8545,1.73
2020,4,25,21,10255,1.76
2020,4,25,23,3778,1.3
2020,4,25,25,6785,1.47
2020,4,25,27,4670,1.16
2020,4,25,28,5521,1.31
2020,4,25,29,8708,2.1
2020,4,25,31,9093,1.95
2020,4,25,33,3447,.691
2020,4,25,34,8071,1.79
2020,4,25,35,15202,2.13
2020,4,25,36,44984,8.08
2020,4,25,37,5800,1.6
2020,4,25,40,2535,.846
2020,4,25,41,17820,2.11
2020,4,25,46,9887,1.61
2020,4,25,47,7262,1.86
2020,4,25,48,14327,3.18
2020,4,25,49,1259,.495
2020,4,25,52,3436,1
2020,5,2,1,118805,2.32
2020,5,2,2,97794,2.4
2020,5,2,3,39061,1.51
2020,5,2,5,13115,.568
2020,5,2,6,35376,2.22
2020,5,2,8,24710,2.18
2020,5,2,9,31550,2.44
2020,5,2,12,17423,1.65
2020,5,2,14,4788,.663
2020,5,2,15,6759,.969
2020,5,2,18,7632,1.55
2020,5,2,21,9968,1.71
2020,5,2,23,9447,3.25
2020,5,2,25,5854,1.27
2020,5,2,27,3551,.882
2020,5,2,28,4328,1.03
2020,5,2,29,8113,1.96
2020,5,2,31,8919,1.91
2020,5,2,33,2553,.512
2020,5,2,34,7845,1.74
2020,5,2,35,14777,2.07
2020,5,2,36,38536,6.92
2020,5,2,37,5440,1.5
2020,5,2,40,1846,.616
2020,5,2,41,17322,2.05
2020,5,2,46,6912,1.12
2020,5,2,47,7059,1.81
2020,5,2,48,9559,2.12
2020,5,2,49,1209,.476
2020,5,2,52,2485,.725
2020,5,9,1,60781,1.19
2020,5,9,2,99493,2.45
2020,5,9,3,30834,1.19
2020,5,9,5,9801,.424
2020,5,9,6,18442,1.16
2020,5,9,8,19387,1.71
2020,5,9,9,37701,2.92
2020,5,9,12,8801,.835
2020,5,9,14,5332,.738
2020,5,9,15,5490,.787
2020,5,9,18,5405,1.1
2020,5,9,21,4503,.772
2020,5,9,23,6538,2.25
2020,5,9,25,4778,1.04
2020,5,9,27,9658,2.4
2020,5,9,28,3263,.774
2020,5,9,29,5782,1.39
2020,5,9,31,6745,1.44
2020,5,9,33,2058,.413
2020,5,9,34,6427,1.43
2020,5,9,35,8335,1.17
2020,5,9,36,31486,5.65
2020,5,9,37,3254,.895
2020,5,9,40,1906,.636
2020,5,9,41,8641,1.02
2020,5,9,46,5649,.919
2020,5,9,47,5603,1.43
2020,5,9,48,7969,1.77
2020,5,9,49,942,.371
2020,5,9,52,1868,.545
2020,5,16,1,69859,1.36
2020,5,16,2,116871,2.87
2020,5,16,3,30880,1.19
2020,5,16,5,8043,.348
2020,5,16,6,21197,1.33
2020,5,16,8,16440,1.45
2020,5,16,9,47136,3.65
2020,5,16,12,10115,.96
2020,5,16,14,3448,.478
2020,5,16,15,5069,.727
2020,5,16,18,5879,1.19
2020,5,16,21,5176,.888
2020,5,16,23,5675,1.95
2020,5,16,25,4332,.939
2020,5,16,27,6588,1.64
2020,5,16,28,2644,.628
2020,5,16,29,5196,1.25
2020,5,16,31,6574,1.41
2020,5,16,33,1589,.319
2020,5,16,34,7387,1.64
2020,5,16,35,9580,1.34
2020,5,16,36,23051,4.14
2020,5,16,37,2817,.775
2020,5,16,40,1798,.6
2020,5,16,41,9932,1.18
2020,5,16,46,5277,.859
2020,5,16,47,6440,1.65
2020,5,16,48,7014,1.56
2020,5,16,49,787,.31
2020,5,16,52,1749,.51
2020,5,23,1,58093,1.13
2020,5,23,2,97872,2.41
2020,5,23,3,24721,.953
2020,5,23,5,7380,.319
2020,5,23,6,17627,1.11
2020,5,23,8,14817,1.31
2020,5,23,9,14371,1.11
2020,5,23,12,8412,.798
2020,5,23,14,4572,.633
2020,5,23,15,4788,.686
2020,5,23,18,5270,1.07
2020,5,23,21,4304,.738
2020,5,23,23,5745,1.98
2020,5,23,25,3332,.723
2020,5,23,27,7521,1.87
2020,5,23,28,2186,.519
2020,5,23,29,5135,1.24
2020,5,23,31,5965,1.28
2020,5,23,33,1589,.319
2020,5,23,34,6143,1.36
2020,5,23,35,7967,1.12
2020,5,23,36,21464,3.85
2020,5,23,37,2438,.671
2020,5,23,40,1831,.611
2020,5,23,41,8259,.978
2020,5,23,46,5013,.816
2020,5,23,47,5356,1.37
2020,5,23,48,5851,1.3
2020,5,23,49,729,.287
2020,5,23,52,1526,.445
2020,5,30,1,65344,1.28
2020,5,30,2,43703,1.07
2020,5,30,3,19681,.758
2020,5,30,5,6447,.279
2020,5,30,6,19827,1.25
2020,5,30,8,11571,1.02
2020,5,30,9,8974,.695
2020,5,30,12,9462,.898
2020,5,30,14,3736,.517
2020,5,30,15,4068,.583
2020,5,30,18,4594,.932
2020,5,30,21,4842,.83
2020,5,30,23,5345,1.84
2020,5,30,25,6107,1.32
2020,5,30,27,5988,1.49
2020,5,30,28,1730,.411
2020,5,30,29,3559,.858
2020,5,30,31,5827,1.25
2020,5,30,33,1346,.27
2020,5,30,34,6910,1.53
2020,5,30,35,8961,1.26
2020,5,30,36,19346,3.47
2020,5,30,37,2107,.58
2020,5,30,40,1715,.572
2020,5,30,41,9290,1.1
2020,5,30,46,4087,.665
2020,5,30,47,6024,1.54
2020,5,30,48,4830,1.07
2020,5,30,49,577,.227
2020,5,30,52,1307,.381
2020,6,6,1,73119,1.43
2020,6,6,2,48362,1.19
2020,6,6,3,18926,.729
2020,6,6,5,6863,.297
2020,6,6,6,22186,1.39
2020,6,6,8,10816,.956
2020,6,6,9,8725,.676
2020,6,6,12,10587,1
2020,6,6,14,4270,.591
2020,6,6,15,4074,.584
2020,6,6,18,4675,.948
2020,6,6,21,5418,.929
2020,6,6,23,7240,2.49
2020,6,6,25,3658,.793
2020,6,6,27,5671,1.41
2020,6,6,28,1961,.465
2020,6,6,29,3385,.816
2020,6,6,31,4739,1.01
2020,6,6,33,1444,.29
2020,6,6,34,7732,1.72
2020,6,6,35,10027,1.41
2020,6,6,36,17542,3.15
2020,6,6,37,2093,.576
2020,6,6,40,1510,.504
2020,6,6,41,10395,1.23
2020,6,6,46,4834,.787
2020,6,6,47,6741,1.72
2020,6,6,48,4683,1.04
2020,6,6,49,581,.229
2020,6,6,52,1557,.454
2020,6,13,1,80581,1.57
2020,6,13,2,50013,1.23
2020,6,13,3,23794,.917
2020,6,13,5,6606,.286
2020,6,13,6,24026,1.51
2020,6,13,8,11680,1.03
2020,6,13,9,8753,.678
2020,6,13,12,10605,1.01
2020,6,13,14,5251,.727
2020,6,13,15,3937,.564
2020,6,13,18,5344,1.08
2020,6,13,21,5483,.94
2020,6,13,23,9424,3.24
2020,6,13,25,3172,.688
2020,6,13,27,12191,3.03
2020,6,13,28,1615,.383
2020,6,13,29,3065,.739
2020,6,13,31,4697,1.01
2020,6,13,33,1272,.255
2020,6,13,34,8395,1.86
2020,6,13,35,10822,1.52
2020,6,13,36,23795,4.27
2020,6,13,37,2089,.575
2020,6,13,40,1570,.524
2020,6,13,41,10557,1.25
2020,6,13,46,4838,.787
2020,6,13,47,8079,2.07
2020,6,13,48,4555,1.01
2020,6,13,49,574,.226
2020,6,13,52,1052,.307
2020,6,20,1,94957,1.85
2020,6,20,2,44785,1.1
2020,6,20,3,24636,.949
2020,6,20,5,7542,.326
2020,6,20,6,28312,1.78
2020,6,20,8,10861,.96
2020,6,20,9,8752,.678
2020,6,20,12,12497,1.19
2020,6,20,14,4509,.624
2020,6,20,15,3955,.567
2020,6,20,18,6554,1.33
2020,6,20,21,6461,1.11
2020,6,20,23,6094,2.1
2020,6,20,25,3383,.734
2020,6,20,27,8045,2
2020,6,20,28,1549,.368
2020,6,20,29,3073,.741
2020,6,20,31,4934,1.06
2020,6,20,33,1481,.297
2020,6,20,34,9893,2.19
2020,6,20,35,12753,1.79
2020,6,20,36,22665,4.07
2020,6,20,37,1966,.541
2020,6,20,40,1428,.477
2020,6,20,41,12440,1.47
2020,6,20,46,5057,.823
2020,6,20,47,9520,2.43
2020,6,20,48,4352,.966
2020,6,20,49,737,.29
2020,6,20,52,1042,.304
2020,6,27,1,92576,1.81
2020,6,27,2,43868,1.08
2020,6,27,3,24357,.939
2020,6,27,5,7175,.311
2020,6,27,6,27602,1.74
2020,6,27,8,10979,.97
2020,6,27,9,9179,.711
2020,6,27,12,12184,1.16
2020,6,27,14,4793,.664
2020,6,27,15,3983,.571
2020,6,27,18,11215,2.28
2020,6,27,21,6299,1.08
2020,6,27,23,5677,1.95
2020,6,27,25,2968,.644
2020,6,27,27,9921,2.46
2020,6,27,28,1393,.331
2020,6,27,29,3132,.755
2020,6,27,31,4759,1.02
2020,6,27,33,1451,.291
2020,6,27,34,9645,2.14
2020,6,27,35,12433,1.75
2020,6,27,36,21179,3.8
2020,6,27,37,2252,.619
2020,6,27,40,1347,.45
2020,6,27,41,12128,1.44
2020,6,27,46,4992,.812
2020,6,27,47,9281,2.37
2020,6,27,48,5090,1.13
2020,6,27,49,1014,.399
2020,6,27,52,978,.285
2020,7,4,1,88380,1.73
2020,7,4,2,48261,1.19
2020,7,4,3,20771,.8
2020,7,4,5,6645,.288
2020,7,4,6,26351,1.66
2020,7,4,8,11386,1.01
2020,7,4,9,7945,.616
2020,7,4,12,11631,1.1
2020,7,4,14,3905,.541
2020,7,4,15,3554,.509
2020,7,4,18,4673,.948
2020,7,4,21,6013,1.03
2020,7,4,23,6243,2.15
2020,7,4,25,2650,.575
2020,7,4,27,7538,1.87
2020,7,4,28,1595,.379
2020,7,4,29,2858,.689
2020,7,4,31,4537,.972
2020,7,4,33,1453,.291
2020,7,4,34,9208,2.04
2020,7,4,35,11870,1.67
2020,7,4,36,18957,3.4
2020,7,4,37,2123,.584
2020,7,4,40,1779,.594
2020,7,4,41,11579,1.37
2020,7,4,46,4237,.689
2020,7,4,47,8860,2.27
2020,7,4,48,4810,1.07
2020,7,4,49,971,.382
2020,7,4,52,1026,.299
2020,7,11,1,107510,2.1
2020,7,11,2,46256,1.14
2020,7,11,3,18995,.732
2020,7,11,5,7406,.321
2020,7,11,6,31155,1.96
2020,7,11,8,12290,1.09
2020,7,11,9,11375,.881
2020,7,11,12,12994,1.23
2020,7,11,14,4107,.569
2020,7,11,15,3787,.543
2020,7,11,18,.,.
2020,7,11,21,6987,1.2
2020,7,11,23,7342,2.53
2020,7,11,25,2015,.437
2020,7,11,27,6454,1.6
2020,7,11,28,1494,.355
2020,7,11,29,3300,.795
2020,7,11,31,5270,1.13
2020,7,11,33,1530,.307
2020,7,11,34,11320,2.51
2020,7,11,35,15288,2.15
2020,7,11,36,24965,4.48
2020,7,11,37,5889,1.62
2020,7,11,40,3088,1.03
2020,7,11,41,13403,1.59
2020,7,11,46,4332,.705
2020,7,11,47,10455,2.67
2020,7,11,48,4667,1.04
2020,7,11,49,901,.354
2020,7,11,52,1032,.301
2020,7,18,1,109276,2.13
2020,7,18,2,46205,1.14
2020,7,18,3,18089,.697
2020,7,18,5,5558,.241
2020,7,18,6,31666,1.99
2020,7,18,8,12192,1.08
2020,7,18,9,8207,.636
2020,7,18,12,13207,1.25
2020,7,18,14,3552,.492
2020,7,18,15,3310,.474
2020,7,18,18,5368,1.09
2020,7,18,21,7102,1.22
2020,7,18,23,6068,2.09
2020,7,18,25,2272,.493
2020,7,18,27,6439,1.6
2020,7,18,28,1296,.308
2020,7,18,29,3053,.736
2020,7,18,31,6166,1.32
2020,7,18,33,1245,.25
2020,7,18,34,11506,2.55
2020,7,18,35,15539,2.18
2020,7,18,36,22055,3.96
2020,7,18,37,8210,2.26
2020,7,18,40,1365,.456
2020,7,18,41,13623,1.61
2020,7,18,46,4034,.656
2020,7,18,47,10627,2.72
2020,7,18,48,4908,1.09
2020,7,18,49,772,.304
2020,7,18,52,982,.287
2020,7,25,1,92318,1.8
2020,7,25,2,46185,1.13
2020,7,25,3,16497,.636
2020,7,25,5,4679,.203
2020,7,25,6,26752,1.68
2020,7,25,8,11419,1.01
2020,7,25,9,7818,.606
2020,7,25,12,11158,1.06
2020,7,25,14,3097,.429
2020,7,25,15,3003,.43
2020,7,25,18,6382,1.29
2020,7,25,21,6000,1.03
2020,7,25,23,3722,1.28
2020,7,25,25,1711,.371
2020,7,25,27,5533,1.37
2020,7,25,28,1246,.296
2020,7,25,29,2712,.654
2020,7,25,31,6533,1.4
2020,7,25,33,916,.184
2020,7,25,34,9721,2.16
2020,7,25,35,13127,1.84
2020,7,25,36,15324,2.75
2020,7,25,37,2925,.805
2020,7,25,40,1215,.406
2020,7,25,41,11509,1.36
2020,7,25,46,3613,.588
2020,7,25,47,8978,2.3
2020,7,25,48,3733,.829
2020,7,25,49,613,.241
2020,7,25,52,1066,.311
2020,8,1,1,83786,1.64
2020,8,1,2,39359,.967
2020,8,1,3,12548,.484
2020,8,1,5,3988,.173
2020,8,1,6,24280,1.53
2020,8,1,8,9057,.8
2020,8,1,9,6676,.517
2020,8,1,12,10127,.961
2020,8,1,14,3100,.429
2020,8,1,15,2935,.421
2020,8,1,18,2940,.596
2020,8,1,21,5445,.934
2020,8,1,23,2729,.939
2020,8,1,25,1752,.38
2020,8,1,27,5527,1.37
2020,8,1,28,1048,.249
2020,8,1,29,2250,.542
2020,8,1,31,5564,1.19
2020,8,1,33,876,.176
2020,8,1,34,8822,1.96
2020,8,1,35,11914,1.67
2020,8,1,36,13331,2.39
2020,8,1,37,1251,.344
2020,8,1,40,1043,.348
2020,8,1,41,10445,1.24
2020,8,1,46,3243,.528
2020,8,1,47,8148,2.08
2020,8,1,48,3166,.703
2020,8,1,49,481,.189
2020,8,1,52,891,.26
2020,8,8,1,62648,1.22
2020,8,8,2,28447,.699
2020,8,8,3,8495,.327
2020,8,8,5,3120,.135
2020,8,8,6,16810,1.06
2020,8,8,8,9700,.857
2020,8,8,9,6002,.465
2020,8,8,12,7551,.717
2020,8,8,14,2674,.37
2020,8,8,15,2272,.326
2020,8,8,18,2227,.452
2020,8,8,21,4103,.704
2020,8,8,23,2074,.713
2020,8,8,25,2037,.442
2020,8,8,27,2710,.673
2020,8,8,28,994,.236
2020,8,8,29,1797,.433
2020,8,8,31,4656,.997
2020,8,8,33,629,.126
2020,8,8,34,6079,1.35
2020,8,8,35,8704,1.22
2020,8,8,36,8335,1.5
2020,8,8,37,1080,.297
2020,8,8,40,981,.327
2020,8,8,41,8130,.963
2020,8,8,46,2727,.444
2020,8,8,47,5863,1.5
2020,8,8,48,3310,.735
2020,8,8,49,443,.174
2020,8,8,52,825,.241
2020,8,15,1,58888,1.15
2020,8,15,2,33591,.825
2020,8,15,3,8300,.32
2020,8,15,5,3427,.148
2020,8,15,6,15801,.993
2020,8,15,8,9222,.815
2020,8,15,9,5860,.454
2020,8,15,12,7097,.674
2020,8,15,14,2141,.297
2020,8,15,15,2499,.358
2020,8,15,18,2760,.56
2020,8,15,21,3857,.661
2020,8,15,23,1848,.636
2020,8,15,25,2070,.449
