year,month,day_endofweek,statefips,bg_posts,bg_posts_ss30,bg_posts_ss55,bg_posts_ss60,bg_posts_ss65,bg_posts_ss70,bg_posts_jz1,bg_posts_jzgrp12,bg_posts_jz2,bg_posts_jz3,bg_posts_jzgrp345,bg_posts_jz4,bg_posts_jz5
2022,10,21,33,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,21,34,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,21,35,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,21,36,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,21,37,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,21,38,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,21,39,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,21,40,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,21,41,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,21,42,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,21,44,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,21,45,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,21,46,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,21,47,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,21,48,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,21,49,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,21,50,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,21,51,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,21,53,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,21,54,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,21,55,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,21,56,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,28,1,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,28,2,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,28,4,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,28,5,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,28,6,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,28,8,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,28,9,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,28,10,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,28,11,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,28,12,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,28,13,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,28,15,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,28,16,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,28,17,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,28,18,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,28,19,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,28,20,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,28,21,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,28,22,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,28,23,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,28,24,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,28,25,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,28,26,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,28,27,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,28,28,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,28,29,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,28,30,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,28,31,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,28,32,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,28,33,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,28,34,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,28,35,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,28,36,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,28,37,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,28,38,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,28,39,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,28,40,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,28,41,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,28,42,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,28,44,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,28,45,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,28,46,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,28,47,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,28,48,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,28,49,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,28,50,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,28,51,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,28,53,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,28,54,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,28,55,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,10,28,56,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,4,1,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,4,2,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,4,4,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,4,5,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,4,6,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,4,8,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,4,9,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,4,10,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,4,11,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,4,12,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,4,13,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,4,15,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,4,16,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,4,17,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,4,18,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,4,19,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,4,20,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,4,21,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,4,22,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,4,23,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,4,24,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,4,25,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,4,26,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,4,27,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,4,28,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,4,29,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,4,30,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,4,31,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,4,32,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,4,33,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,4,34,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,4,35,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,4,36,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,4,37,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,4,38,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,4,39,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,4,40,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,4,41,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,4,42,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,4,44,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,4,45,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,4,46,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,4,47,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,4,48,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,4,49,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,4,50,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,4,51,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,4,53,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,4,54,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,4,55,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,4,56,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,11,1,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,11,2,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,11,4,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,11,5,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,11,6,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,11,8,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,11,9,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,11,10,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,11,11,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,11,12,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,11,13,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,11,15,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,11,16,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,11,17,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,11,18,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,11,19,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,11,20,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,11,21,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,11,22,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,11,23,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,11,24,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,11,25,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,11,26,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,11,27,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,11,28,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,11,29,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,11,30,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,11,31,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,11,32,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,11,33,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,11,34,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,11,35,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,11,36,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,11,37,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,11,38,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,11,39,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,11,40,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,11,41,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,11,42,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,11,44,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,11,45,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,11,46,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,11,47,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,11,48,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,11,49,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,11,50,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,11,51,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,11,53,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,11,54,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,11,55,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,11,56,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,18,1,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,18,2,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,18,4,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,18,5,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,18,6,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,18,8,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,18,9,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,18,10,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,18,11,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,18,12,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,18,13,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,18,15,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,18,16,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,18,17,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,18,18,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,18,19,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,18,20,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,18,21,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,18,22,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,18,23,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,18,24,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,18,25,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,18,26,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,18,27,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,18,28,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,18,29,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,18,30,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,18,31,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,18,32,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,18,33,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,18,34,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,18,35,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,18,36,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,18,37,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,18,38,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,18,39,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,18,40,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,18,41,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,18,42,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,18,44,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,18,45,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,18,46,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,18,47,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,18,48,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,18,49,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,18,50,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,18,51,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,18,53,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,18,54,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,18,55,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,18,56,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,25,1,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,25,2,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,25,4,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,25,5,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,25,6,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,25,8,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,25,9,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,25,10,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,25,11,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,25,12,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,25,13,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,25,15,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,25,16,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,25,17,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,25,18,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,25,19,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,25,20,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,25,21,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,25,22,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,25,23,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,25,24,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,25,25,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,25,26,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,25,27,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,25,28,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,25,29,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,25,30,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,25,31,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,25,32,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,25,33,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,25,34,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,25,35,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,25,36,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,25,37,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,25,38,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,25,39,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,25,40,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,25,41,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,25,42,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,25,44,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,25,45,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,25,46,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,25,47,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,25,48,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,25,49,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,25,50,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,25,51,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,25,53,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,25,54,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,25,55,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,11,25,56,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,2,1,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,2,2,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,2,4,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,2,5,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,2,6,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,2,8,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,2,9,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,2,10,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,2,11,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,2,12,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,2,13,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,2,15,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,2,16,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,2,17,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,2,18,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,2,19,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,2,20,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,2,21,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,2,22,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,2,23,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,2,24,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,2,25,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,2,26,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,2,27,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,2,28,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,2,29,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,2,30,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,2,31,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,2,32,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,2,33,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,2,34,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,2,35,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,2,36,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,2,37,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,2,38,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,2,39,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,2,40,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,2,41,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,2,42,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,2,44,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,2,45,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,2,46,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,2,47,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,2,48,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,2,49,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,2,50,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,2,51,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,2,53,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,2,54,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,2,55,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,2,56,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,9,1,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,9,2,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,9,4,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,9,5,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,9,6,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,9,8,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,9,9,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,9,10,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,9,11,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,9,12,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,9,13,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,9,15,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,9,16,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,9,17,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,9,18,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,9,19,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,9,20,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,9,21,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,9,22,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,9,23,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,9,24,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,9,25,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,9,26,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,9,27,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,9,28,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,9,29,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,9,30,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,9,31,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,9,32,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,9,33,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,9,34,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,9,35,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,9,36,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,9,37,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,9,38,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,9,39,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,9,40,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,9,41,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,9,42,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,9,44,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,9,45,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,9,46,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,9,47,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,9,48,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,9,49,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,9,50,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,9,51,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,9,53,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,9,54,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,9,55,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,9,56,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,16,1,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,16,2,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,16,4,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,16,5,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,16,6,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,16,8,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,16,9,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,16,10,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,16,11,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,16,12,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,16,13,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,16,15,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,16,16,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,16,17,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,16,18,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,12,16,19,.,.,.,.,.,.,.,.,.,.,.,.,.
